"barcode_id","sibship_id"
"NR25_01_02",1319
"NR25_06A_03",1320
"NR27_06A_03",1320
"NR25_08_02",1321
"NR25_08_03",1321
"NR26_14A_05",1321
"NR25_16_03",1322
"NR26_20_06",1322
"NR25_16_04",1323
"NR26_08_03",1323
"NR25_16_07",1324
"NR27_16_02",1324
"NR25_16_09",1325
"NR25_20_18",1325
"NR27_18_02",1325
"NR25_16_11",1326
"NR25_20_16",1326
"NR25_20_06",1327
"NR25_43_04",1327
"NR26_43_01",1327
"NR27_43_01",1327
"NR27_43_03",1327
"NR25_20_08",1328
"NR27_01_03",1328
"NR25_20_10",1329
"NR26_22_03",1329
"NR25_24_03",1330
"NR27_08_05",1330
"NR25_24_05",1331
"NR26_24_11",1331
"NR27_24_05",1331
"NR25_24_07",1332
"NR26_10_02",1332
"NR25_27_01",1333
"NR27_27_11",1333
"NR25_27_03",1334
"NR26_27_05",1334
"NR25_32_03",1335
"NR25_32_10",1335
"NR25_43_01",1336
"NR25_43_05",1336
"NR25_43_06",1336
"NR25_43_03",1337
"NR27_43_02",1337
"NR26_27_06",1338
"NR27_27_06",1338
"NR27_27_16",1338
"NR26_28_02",1339
"NR27_27_13",1339
"NR26_30A_01",1340
"NR27_29_07",1340
"NR27_29_12",1340
"NR27_30A_04",1340
"NR27_30A_05",1340
"NR27_01_01",1341
"NR27_01_02",1341
"NR27_14A_03",1342
"NR27_24_03",1342
"PM19_46_01",1343
"PM23_62_07",1343
"PM20_57_01",1344
"PM26_66_02",1344
"PM27_72A_03",1344
"PM20_62_02",1345
"PM22_62_01",1345
"PM25_62_05",1345
"PM20_65_13",1346
"PM24_65_06",1346
"PM27_42_01",1346
"PM27_42_02",1346
"PM20_65_14",1347
"PM23_65_04",1347
"PM22_62_03",1348
"PM23_62_03",1348
"PM23_62_05",1348
"PM24_62_05",1348
"PM22_67_02",1349
"PM23_67_02",1349
"PM23_62_01",1350
"PM25_62_10",1350
"PM23_62_04",1351
"PM27_63_01",1351
"PM23_64_01",1352
"PM26_67_01",1352
"PM23_65_02",1353
"PM24_65_03",1353
"PM26_57_02",1353
"PM23_71_02",1354
"PM24_62_01",1354
"PM24_52_01",1355
"PM24_62_02",1355
"PM24_61_01",1356
"PM25_62_04",1356
"PM26_56_01",1356
"PM26_62_05",1356
"PM25_43_02",1357
"PM27_44_01",1357
"PM25_47_01",1358
"PM25_66_02",1358
"PM25_62_02",1359
"PM26_62_06",1359
"PM26_62_07",1359
"PM25_71_03",1360
"PM26_66_01",1360
"PM25_71_04",1361
"PM26_61_01",1361
"PM26_67_02",1362
"PM26_68_01",1362
"PM26_71_01",1362
"PM26_71_02",1363
"PM27_67_01",1363
"PM27_43_02",1364
"PM27_48_01",1364
"PM27_72A_02",1364
"SD15_39_01",1365
"SD26_31A_03",1365
"SD17_39_02",1366
"SD20_42_01",1366
"SD18_35_03",1367
"SD19_39_01",1367
"SD20_35_01",1368
"SD27_31A_05",1368
"SD21_24_01",1369
"SD26_31A_15",1369
"SD26_33A_14",1369
"SD27_33A_03",1369
"SD21_36_03",1370
"SD24_18A_01",1370
"SD22_19_01",1371
"SD26_31A_02",1371
"SD26_40_07",1371
"SD22_24_02",1372
"SD25_22_03",1372
"SD26_22_03",1372
"SD22_24_04",1373
"SD26_37_04",1373
"SD23_40_03",1374
"SD26_40_03",1374
"SD24_16_02",1375
"SD27_39_02",1375
"SD24_24_02",1376
"SD26_40_01",1376
"SD24_31A_03",1377
"SD25_33A_02",1377
"SD25_01_01",1378
"SD27_12A_01",1378
"SD25_19_01",1379
"SD26_31A_05",1379
"SD26_31A_25",1379
"SD25_22_01",1380
"SD26_37_09",1380
"SD25_29_02",1381
"SD26_33A_25",1381
"SD25_31A_04",1382
"SD27_41A_02",1382
"SD25_31A_05",1383
"SD26_31A_12",1383
"SD25_33A_05",1384
"SD27_37_05",1384
"SD25_37_02",1385
"SD26_33A_01",1385
"SD26_37_02",1385
"SD25_37_06",1386
"SD27_41A_01",1386
"SD25_40_01",1387
"SD26_28_02",1387
"SD27_03_02",1387
"SD26_03_01",1388
"SD27_03_01",1388
"SD27_40_07",1388
"SD26_06_01",1389
"SD26_31A_11",1389
"SD26_16_04",1390
"SD26_26_01",1390
"SD26_31A_07",1391
"SD26_31A_20",1391
"SD26_31A_09",1392
"SD26_31A_21",1392
"SD26_33A_02",1393
"SD27_18A_01",1393
"SD26_33A_05",1394
"SD26_33A_07",1394
"SD26_33A_20",1395
"SD26_37_12",1395
"SD26_37_11",1396
"SD27_37_07",1396
"SD26_40_02",1397
"SD26_40_05",1397
"SD27_40_01",1397
"SD26_41A_08",1398
"SD27_39_03",1398
"SD27_31A_02",1399
"SD27_31A_03",1399
"W19_05_01",1400
"W26_05_01",1400
"W19_08_01",1401
"W26_22A_01",1401
"W19_10_04",1402
"W24_10_01",1402
"W19_11_04",1403
"W27_30_01",1403
"W20_29_05",1404
"W22_29_01",1404
"W21_02_04",1405
"W22_01_04",1405
"W21_16_02",1406
"W25_18_02",1406
"W21_33_01",1407
"W26_19_05",1407
"W26_19_10",1407
"W26_21_01",1407
"W21_40_01",1408
"W26_02_02",1408
"W22_01_02",1409
"W27_01_05",1409
"W22_02_03",1410
"W27_05_04",1410
"W22_12_01",1411
"W24_12_02",1411
"W24_17_03",1411
"W22_13_01",1412
"W25_18_05",1412
"W27_16_03",1412
"W22_16_04",1413
"W25_17_02",1413
"W22_18_05",1414
"W22_18_08",1414
"W22_18_06",1415
"W25_18_01",1415
"W27_18_04",1415
"W22_18_07",1416
"W22_18_11",1416
"W22_18_10",1417
"W25_11_01",1417
"W23_01_04",1418
"W25_35_01",1418
"W23_02_03",1419
"W25_22A_01",1419
"W23_02_04",1420
"W26_02_01",1420
"W26_02_04",1420
"W27_02_05",1420
"W23_20_01",1421
"W24_20_01",1421
"W23_20_03",1422
"W26_22A_02",1422
"W27_22A_01",1422
"W23_21_01",1423
"W27_20_01",1423
"W23_29_01",1424
"W25_12_02",1424
"W23_33_01",1425
"W24_29_01",1425
"W24_30_02",1425
"W25_30_02",1425
"W23_40_01",1426
"W26_40_01",1426
"W24_16_01",1427
"W24_18_02",1427
"W27_18_02",1427
"W27_19_15",1427
"W24_16_05",1428
"W26_16_02",1428
"W24_21_02",1429
"W25_31_02",1429
"W27_31_01",1429
"W24_25_01",1430
"W24_40_02",1430
"W25_29_02",1430
"W27_25_03",1430
"W24_35_01",1431
"W25_21_01",1431
"W26_19_02",1431
"W25_11_02",1432
"W27_05_01",1432
"W27_19_13",1432
"W25_13_02",1433
"W26_18_05",1433
"W25_18_04",1434
"W26_14_02",1434
"W26_19_09",1434
"W25_19_02",1435
"W26_02_03",1435
"W27_02_04",1435
"W25_23A_01",1436
"W26_35_02",1436
"W25_24_01",1437
"W27_25_01",1437
"W25_29_01",1438
"W27_14_01",1438
"W26_17_01",1439
"W27_13_01",1439
"W27_17_01",1439
"W26_18_06",1440
"W26_18_08",1440
"W26_24_02",1441
"W27_18_01",1441
"W27_01_01",1442
"W27_01_02",1442
"W27_01_03",1442
"W27_01_04",1442
"W27_01_08",1442
"W27_02_01",1443
"W27_05_03",1443
"W27_09_03",1444
"W27_18_03",1444
"ED17_31_01",1445
"ED19_10_01",1446
"ED19_10_02",1447
"ED19_10_03",1448
"ED19_10_04",1449
"ED19_12_01",1450
"ED19_12_02",1451
"ED19_13_01",1452
"ED19_27B_01",1453
"ED20_10_02",1454
"ED20_10_03",1455
"ED20_11_01",1456
"ED20_11_02",1457
"ED20_11_03",1458
"ED20_33_01",1459
"ED20_33_02",1460
"ED20_33_03",1461
"ED21_09_02",1462
"ED21_11_01",1463
"ED21_25A_01",1464
"ED22_02_01",1465
"ED22_04_01",1466
"ED22_12_01",1467
"ED22_13_01",1468
"ED22_13_02",1469
"ED22_17_01",1470
"ED22_25A_02",1471
"ED22_28A_01",1472
"ED22_35_02",1473
"ED23_01A_01",1474
"ED23_06_01",1475
"ED23_19B_02",1476
"ED23_19B_03",1477
"ED23_31_01",1478
"ED24_01A_02",1479
"ED24_01A_03",1480
"ED24_01A_04",1481
"ED24_01A_07",1482
"ED24_01A_08",1483
"ED24_01A_10",1484
"ED24_01A_13",1485
"ED24_04_02",1486
"ED24_06_01",1487
"ED24_11_02",1488
"ED24_13_02",1489
"ED24_13_04",1490
"ED24_13_07",1491
"ED24_13_09",1492
"ED24_13_10",1493
"ED24_14_01",1494
"ED24_16A_01",1495
"ED24_17_02",1496
"ED24_25A_01",1497
"ED24_28_01",1498
"ED24_29_01",1499
"ED24_29_02",1500
"ED24_29_03",1501
"ED24_31_03",1502
"ED24_31_04",1503
"ED24_31_05",1504
"ED24_31_07",1505
"ED24_31_08",1506
"ED24_31_09",1507
"ED24_31_11",1508
"ED24_31_12",1509
"ED24_32_01",1510
"ED24_34_01",1511
"ED25_01A_03",1512
"ED25_01A_04",1513
"ED25_01A_05",1514
"ED25_01A_08",1515
"ED25_01A_11",1516
"ED25_01A_16",1517
"ED25_01A_17",1518
"ED25_01A_18",1519
"ED25_01A_19",1520
"ED25_01A_20",1521
"ED25_02_03",1522
"ED25_02_04",1523
"ED25_02_06",1524
"ED25_02_07",1525
"ED25_04_01",1526
"ED25_05_01",1527
"ED25_05_03",1528
"ED25_05_07",1529
"ED25_06_02",1530
"ED25_06_03",1531
"ED25_07_01",1532
"ED25_09_01",1533
"ED25_10_01",1534
"ED25_10_02",1535
"ED25_12_01",1536
"ED25_13_01",1537
"ED25_13_02",1538
"ED25_13_03",1539
"ED25_13_05",1540
"ED25_13_06",1541
"ED25_13_07",1542
"ED25_13_08",1543
"ED25_13_09",1544
"ED25_13_10",1545
"ED25_13_11",1546
"ED25_13_13",1547
"ED25_13_14",1548
"ED25_13_15",1549
"ED25_13_16",1550
"ED25_13_17",1551
"ED25_13_18",1552
"ED25_13_19",1553
"ED25_13_20",1554
"ED25_13_21",1555
"ED25_13_22",1556
"ED25_13_23",1557
"ED25_16A_01",1558
"ED25_16A_02",1559
"ED25_16A_03",1560
"ED25_16A_04",1561
"ED25_17_01",1562
"ED25_17_02",1563
"ED25_17_03",1564
"ED25_19B_01",1565
"ED25_19B_02",1566
"ED25_23A_01",1567
"ED25_27_01",1568
"ED25_27B_03",1569
"ED25_27B_04",1570
"ED25_28A_01",1571
"ED25_28A_02",1572
"ED25_28A_03",1573
"ED25_31_01",1574
"ED25_31_04",1575
"ED25_31_06",1576
"ED25_31_07",1577
"ED25_32_02",1578
"ED25_32_03",1579
"ED25_32_08",1580
"ED25_33_01",1581
"ED26_01A_01",1582
"ED26_01A_02",1583
"ED26_01A_03",1584
"ED26_01A_04",1585
"ED26_01A_07",1586
"ED26_01A_08",1587
"ED26_01A_09",1588
"ED26_01A_13",1589
"ED26_01A_15",1590
"ED26_02_01",1591
"ED26_02_02",1592
"ED26_02_03",1593
"ED26_02_04",1594
"ED26_02_05",1595
"ED26_02_06",1596
"ED26_02_07",1597
"ED26_02_09",1598
"ED26_02_10",1599
"ED26_02_11",1600
"ED26_02_13",1601
"ED26_02_14",1602
"ED26_02_15",1603
"ED26_02_16",1604
"ED26_02_17",1605
"ED26_02_19",1606
"ED26_02_20",1607
"ED26_02_21",1608
"ED26_02_22",1609
"ED26_02_23",1610
"ED26_02_24",1611
"ED26_02_25",1612
"ED26_02_26",1613
"ED26_02_28",1614
"ED26_04_01",1615
"ED26_04_02",1616
"ED26_04_04",1617
"ED26_04_05",1618
"ED26_06_01",1619
"ED26_06_02",1620
"ED26_07_01",1621
"ED26_08_01",1622
"ED26_09_02",1623
"ED26_09_03",1624
"ED26_09_04",1625
"ED26_09_05",1626
"ED26_09_06",1627
"ED26_10_01",1628
"ED26_11_01",1629
"ED26_11_02",1630
"ED26_11_03",1631
"ED26_11_04",1632
"ED26_11_05",1633
"ED26_11_06",1634
"ED26_12_01",1635
"ED26_12_02",1636
"ED26_12_05",1637
"ED26_13_01",1638
"ED26_13_02",1639
"ED26_13_03",1640
"ED26_13_04",1641
"ED26_13_06",1642
"ED26_13_07",1643
"ED26_13_08",1644
"ED26_13_09",1645
"ED26_14_01",1646
"ED26_16A_01",1647
"ED26_16A_02",1648
"ED26_16A_03",1649
"ED26_17_01",1650
"ED26_17_02",1651
"ED26_17_03",1652
"ED26_19B_02",1653
"ED26_19B_03",1654
"ED26_23A_01",1655
"ED26_23A_02",1656
"ED26_23A_03",1657
"ED26_25A_01",1658
"ED26_25A_03",1659
"ED26_27B_01",1660
"ED26_29_01",1661
"ED26_29_03",1662
"ED26_29_05",1663
"ED26_29_06",1664
"ED26_31_03",1665
"ED26_31_04",1666
"ED26_31_05",1667
"ED26_31_06",1668
"ED26_31_08",1669
"ED26_32_02",1670
"ED26_32_05",1671
"ED26_32_06",1672
"ED26_32_09",1673
"ED26_32_10",1674
"ED26_32_11",1675
"ED26_32_13",1676
"ED26_34_01",1677
"ED26_34_02",1678
"ED26_40_01",1679
"ED27_01A_01",1680
"ED27_01A_05",1681
"ED27_01A_06",1682
"ED27_01A_12",1683
"ED27_01A_13",1684
"ED27_01A_14",1685
"ED27_01A_15",1686
"ED27_01A_16",1687
"ED27_04_02",1688
"ED27_04_03",1689
"ED27_04_04",1690
"ED27_04_06",1691
"ED27_04_07",1692
"ED27_04_08",1693
"ED27_06_01",1694
"ED27_06_02",1695
"ED27_06_03",1696
"ED27_06_04",1697
"ED27_06_05",1698
"ED27_07_01",1699
"ED27_07_02",1700
"ED27_08_01",1701
"ED27_08_02",1702
"ED27_08_03",1703
"ED27_09_01",1704
"ED27_09_02",1705
"ED27_10_02",1706
"ED27_11_01",1707
"ED27_12_01",1708
"ED27_12_02",1709
"ED27_13_01",1710
"ED27_13_02",1711
"ED27_13_04",1712
"ED27_13_05",1713
"ED27_15A_01",1714
"ED27_17_02",1715
"ED27_17_03",1716
"ED27_17_04",1717
"ED27_17_05",1718
"ED27_19B_03",1719
"ED27_19B_04",1720
"ED27_19B_07",1721
"ED27_19B_08",1722
"ED27_19B_09",1723
"ED27_19B_10",1724
"ED27_19B_11",1725
"ED27_19B_12",1726
"ED27_19B_13",1727
"ED27_23A_02",1728
"ED27_23A_03",1729
"ED27_25A_01",1730
"ED27_27B_01",1731
"ED27_29_01",1732
"ED27_31_03",1733
"ED27_31_04",1734
"ED27_32_01",1735
"ED27_32_02",1736
"ED27_32_03",1737
"ED27_32_08",1738
"ED27_33_01",1739
"ED27_34_01",1740
"ED27_34_02",1741
"ED27_34_03",1742
"ED27_40_01",1743
"ED27_40_03",1744
"ED27_40_05",1745
"ED27_40_06",1746
"ED27_40_07",1747
"ED27_40_08",1748
"ED27_40_09",1749
"ED27_40_10",1750
"HR18_11_01",1751
"HR19_04_13",1752
"HR19_31_01",1753
"HR19_34_10",1754
"HR21_16_07",1755
"HR21_21_01",1756
"HR21_23_01",1757
"HR22_01_01",1758
"HR22_12C_01",1759
"HR22_21_01",1760
"HR22_23_01",1761
"HR22_23_02",1762
"HR22_26_01",1763
"HR22_28_01",1764
"HR22_34_01",1765
"HR22_36_01",1766
"HR23_07A_02",1767
"HR23_10_01",1768
"HR23_16_04",1769
"HR23_16_06",1770
"HR23_16_09",1771
"HR23_16_10",1772
"HR23_18_02",1773
"HR23_18_03",1774
"HR23_18_04",1775
"HR23_22_01",1776
"HR23_23_02",1777
"HR23_23_03",1778
"HR23_23_04",1779
"HR23_23_05",1780
"HR23_23_06",1781
"HR23_23_08",1782
"HR23_23_09",1783
"HR23_23_10",1784
"HR23_23_11",1785
"HR23_23_13",1786
"HR23_23_14",1787
"HR23_24_01",1788
"HR23_26_01",1789
"HR23_28_04",1790
"HR23_31_01",1791
"HR23_33_01",1792
"HR23_33_02",1793
"HR23_34_01",1794
"HR23_36_02",1795
"HR23_36_03",1796
"HR24_01_01",1797
"HR24_04_01",1798
"HR24_07A_03",1799
"HR24_07A_04",1800
"HR24_09_01",1801
"HR24_12_02",1802
"HR24_13_01",1803
"HR24_16_03",1804
"HR24_18_05",1805
"HR24_18_06",1806
"HR24_18_10",1807
"HR24_19A_01",1808
"HR24_19A_04",1809
"HR24_19A_05",1810
"HR24_21A_02",1811
"HR24_24_01",1812
"HR24_28_03",1813
"HR24_28_05",1814
"HR24_31_01",1815
"HR24_33_01",1816
"HR24_33_02",1817
"HR24_33_03",1818
"HR24_36_01",1819
"HR24_36_02",1820
"HR24_36_03",1821
"HR25_04_02",1822
"HR25_04_05",1823
