"Ind465",153,157,246,248,355,359,312,312,278,278,170,172,135,135,271,259,124,124,191,191,198,206,290,292
"Ind568",183,153,238,252,355,355,308,312,248,292,178,168,137,147,303,265,130,116,185,191,210,206,294,292
"Ind936",157,187,242,240,355,355,308,304,272,278,170,176,137,143,269,263,112,124,188,188,206,210,292,318
"Ind1016",167,155,242,240,355,355,308,312,248,276,168,170,135,131,267,275,124,124,191,191,196,206,300,294
"Ind643",187,157,242,246,355,355,308,312,296,278,168,170,147,133,273,267,118,118,191,191,206,190,294,278
"Ind968",153,169,246,250,355,355,312,312,248,278,170,170,139,143,263,265,120,120,191,191,208,206,290,290
"Ind1688",157,153,246,254,355,355,308,308,278,278,164,170,135,135,263,267,112,120,191,191,206,206,318,282
"Ind1598",157,163,240,240,355,355,312,308,278,268,168,176,139,135,259,269,0,0,191,191,200,206,290,294
"Ind1565",167,165,246,248,359,355,308,308,294,0,164,176,135,137,271,271,120,116,191,191,206,206,292,282
"Ind1761",157,157,246,242,363,355,308,312,272,266,168,178,141,135,275,271,120,116,191,191,206,210,284,300
"Ind242",171,173,240,240,359,339,308,312,278,278,172,168,143,135,271,275,120,116,191,191,198,200,284,294
"Ind1108",173,169,240,246,355,355,312,312,252,278,172,178,137,133,265,0,120,126,191,191,198,206,290,286
"Ind146",143,177,240,240,339,355,312,308,278,286,176,170,137,141,269,269,124,120,191,191,214,210,290,300
"Ind1009",153,171,242,242,339,359,308,312,288,278,176,166,137,135,267,267,120,124,188,191,206,198,290,306
"Ind1473",171,171,240,240,355,355,312,304,278,294,164,176,143,135,259,263,120,120,185,200,214,198,282,294
"Ind1496",169,165,246,242,359,359,312,312,248,258,172,170,137,137,267,269,124,120,191,191,210,198,298,294
"Ind1587",165,167,240,242,355,355,312,308,272,272,178,170,141,135,267,267,116,118,191,191,238,200,294,284
"Ind621",159,171,240,246,359,339,312,312,286,248,170,170,135,137,267,269,130,124,185,191,206,204,282,294
"Ind1820",159,177,248,240,355,339,308,312,248,0,164,178,133,133,269,263,120,120,191,191,210,214,298,318
"Ind1760",169,171,252,246,355,355,308,312,250,288,178,170,141,137,265,267,120,120,191,191,210,200,308,282
"Ind1455",173,157,256,254,355,359,312,312,296,272,176,172,135,135,265,269,122,116,188,191,214,198,290,318
"Ind661",155,0,246,240,355,355,312,312,292,276,176,166,147,137,267,275,118,124,191,191,208,206,290,294
"Ind1572",173,173,248,246,339,363,304,312,296,272,0,0,137,143,267,275,120,120,191,191,208,208,306,290
"Ind977",161,157,240,254,355,359,312,308,292,0,172,170,135,137,271,267,124,124,191,191,198,196,292,300
"Ind526",171,155,278,248,355,359,308,308,272,252,178,168,137,133,267,271,126,118,191,191,214,206,306,288
"Ind668",153,143,254,240,355,355,308,308,268,306,174,170,135,137,259,257,124,126,191,188,198,214,282,306
"Ind61",171,157,240,246,355,355,312,312,294,298,172,164,135,135,271,275,124,124,191,191,204,206,298,288
"Ind444",171,173,240,246,355,355,312,312,292,252,170,178,133,143,263,259,124,116,200,191,206,196,308,290
"Ind1021",159,157,242,242,363,339,312,308,296,278,174,178,137,135,259,263,120,124,191,188,198,214,318,284
"Ind1802",157,169,242,0,339,359,312,312,296,296,170,176,137,141,267,267,120,118,191,191,198,200,290,290
"Ind439",0,0,264,246,359,339,308,312,252,278,166,170,135,133,271,271,124,120,200,191,206,214,290,294
"Ind1899",157,153,242,254,355,359,312,308,288,248,178,178,135,135,271,275,118,110,191,191,206,210,286,306
"Ind696",153,169,242,246,355,359,308,308,276,278,164,170,135,135,265,267,124,124,191,188,206,200,286,318
"Ind1514",157,187,244,242,359,355,312,312,250,258,164,170,133,137,267,267,124,118,191,191,214,206,0,0
"Ind55",165,171,242,242,355,355,312,308,248,258,182,178,137,135,275,271,120,118,191,191,206,206,0,0
"Ind1485",169,157,242,246,339,355,312,308,292,294,170,176,135,137,265,265,120,118,191,191,214,208,294,294
"Ind227",159,157,264,242,359,355,312,308,328,272,164,172,135,141,269,265,124,116,191,185,198,206,302,286
"Ind718",173,171,248,242,355,359,308,312,278,268,170,168,135,133,267,267,124,124,188,200,206,208,306,306
"Ind707",161,171,250,238,355,355,312,312,268,278,170,164,135,135,303,267,112,112,188,188,206,198,318,282
"Ind1694",171,173,242,254,355,359,308,312,286,276,166,178,139,135,265,259,120,124,191,188,206,214,288,294
"Ind267",165,175,246,254,363,355,308,308,278,248,178,178,141,135,259,267,112,124,191,191,200,206,282,294
"Ind155",165,157,264,240,363,355,312,312,278,278,172,170,135,135,269,267,120,120,191,185,206,206,288,292
"Ind630",177,175,278,252,359,359,312,308,252,248,178,164,135,135,287,271,124,120,191,188,198,206,294,294
"Ind1303",171,167,238,240,359,355,308,312,248,248,176,170,135,137,265,265,112,112,188,191,206,206,306,278
"Ind1387",155,143,242,246,355,355,312,312,296,272,178,178,133,137,267,265,116,116,191,191,206,198,290,318
"Ind1918",153,177,240,242,339,359,312,312,258,268,174,170,135,137,263,265,122,124,188,191,206,204,290,278
"Ind1287",165,157,254,240,355,339,308,308,258,278,176,170,0,0,267,263,124,124,191,191,214,206,282,308
"Ind132",171,165,254,248,355,355,308,312,288,272,170,182,143,135,261,267,126,124,191,191,198,198,290,284
"Ind836",165,167,244,242,339,359,312,312,298,298,172,170,135,141,275,259,118,130,191,191,198,206,282,294
"Ind1232",153,157,240,240,359,355,308,312,278,272,170,178,143,139,275,267,120,116,191,191,206,204,306,292
"Ind1466",173,155,254,254,355,355,312,308,272,298,178,170,139,141,267,267,118,120,191,191,206,204,290,282
"Ind1826",0,0,254,242,359,363,308,312,292,278,170,168,141,137,275,263,126,116,188,191,198,206,294,280
"Ind392",153,165,240,244,355,355,308,308,298,266,170,168,135,135,267,257,120,118,191,191,206,198,292,288
"Ind930",0,0,242,242,355,359,308,312,278,272,170,174,135,141,269,269,130,116,191,191,214,206,284,290
"Ind47",171,161,248,242,339,339,308,312,272,298,178,168,135,135,267,269,118,112,191,191,206,198,284,292
"Ind1065",157,157,242,242,339,355,308,308,294,272,170,164,133,143,271,263,116,124,191,200,200,198,0,0
"Ind244",159,177,242,240,355,339,312,312,276,272,172,178,135,137,269,265,124,120,188,188,206,208,292,308
"Ind666",157,169,240,252,339,355,312,312,292,292,178,172,137,135,275,271,124,124,191,191,200,206,306,292
"Ind1608",157,167,240,240,355,355,312,308,276,266,176,176,137,137,263,269,118,124,191,191,196,200,282,300
"Ind1017",157,159,242,242,359,339,312,308,272,292,174,164,135,141,265,303,130,130,191,191,198,198,298,294
"Ind821",159,157,248,240,355,359,312,312,278,278,170,170,137,135,265,263,124,120,188,191,200,238,290,306
"Ind1222",0,0,246,238,363,363,312,308,0,0,164,180,135,137,271,263,122,124,191,191,212,214,282,306
"Ind1678",161,165,246,242,359,355,308,308,268,288,164,168,141,135,257,269,118,124,191,191,206,206,290,294
"Ind1502",165,157,254,246,355,355,308,308,0,0,170,174,133,133,269,265,112,124,191,191,214,206,304,282
"Ind99",157,143,254,242,355,359,308,312,298,0,172,168,141,135,259,273,120,124,191,191,198,206,290,284
"Ind291",153,157,242,238,355,355,312,312,288,266,170,164,143,133,267,263,126,122,191,191,210,206,282,290
"Ind214",157,165,248,254,355,355,312,312,266,268,174,180,135,137,259,275,120,116,191,191,206,214,300,292
"Ind1566",151,157,240,244,0,0,308,312,288,252,164,170,135,135,265,263,120,120,191,191,204,238,282,308
"Ind1444",157,157,242,240,339,355,312,312,0,0,170,178,137,135,265,265,120,120,188,191,204,198,292,290
