Ind1071 134 138 266 268 130 130 274 274 134 137 245 251 184 176 165 167 169 168 292 186 
Ind1568 134 132 266 266 130 124 274 277 146 149 241 235 176 180 114 169 171 170 280 270 
Ind68 132 134 266 266 130 128 274 277 146 134 245 235 174 168 112 108 172 171 178 178 
Ind208 128 132 266 266 130 128 274 274 119 119 243 247 184 186 112 108 187 169 176 278 
Ind1938 136 134 266 266 132 126 274 274 146 146 235 245 168 178 112 167 181 172 276 170 
Ind672 142 136 266 266 124 130 274 274 140 146 235 241 174 186 112 167 170 170 172 172 
Ind429 138 138 266 266 124 130 274 274 143 146 235 241 178 182 169 112 170 172 176 176 
Ind31 146 132 266 266 126 126 274 274 155 146 259 241 172 170 169 112 167 169 270 172 

0 0 !Probabilities that the father and mother of an offspring included in candidates
0 0 !Numbers of candidate males and females



0 0 !Number of known paternities

0 0 !Number of known maternities

0 !Number of known paternal sibships with unknown fathers

0  !Number of known maternal sibships with unknown mothers

0  !Number of offspring with known excluded paternity

0  !Number of offspring with known excluded maternity

0  !Number of offspring with known excluded paternal sibships

0  !Number of offspring with known excluded maternal sibships

