"","layer","level","class","id","metric","value","plot_id","percentage_inside"
"69",1,"class",9,NA,"ca",64.0713072183943,"ED03A",97.9190825000685
"70",1,"class",10,NA,"ca",36.2558743296562,"ED03A",97.9190825000685
"71",1,"class",11,NA,"ca",4.23309528025703,"ED03A",97.9190825000685
"72",1,"class",12,NA,"ca",2.14141846196782,"ED03A",97.9190825000685
"73",1,"class",13,NA,"ca",11.8985353495107,"ED03A",97.9190825000685
"74",1,"class",14,NA,"ca",41.1450794559893,"ED03A",97.9190825000685
"75",1,"class",15,NA,"ca",11.8170464552154,"ED03A",97.9190825000685
"76",1,"class",1,NA,"ca",273.706286297616,"ED04",85.6285611608686
"77",1,"class",2,NA,"ca",2.70395746412133,"ED04",85.6285611608686
"78",1,"class",3,NA,"ca",97.4397241184887,"ED04",85.6285611608686
"79",1,"class",4,NA,"ca",41.3259659500554,"ED04",85.6285611608686
"80",1,"class",5,NA,"ca",5.11799098097891,"ED04",85.6285611608686
"81",1,"class",6,NA,"ca",1.69331523093021,"ED04",85.6285611608686
"82",1,"class",7,NA,"ca",15.3142567468213,"ED04",85.6285611608686
"83",1,"class",8,NA,"ca",9.67657055669366,"ED04",85.6285611608686
"84",1,"class",9,NA,"ca",65.5597005873819,"ED04",85.6285611608686
"85",1,"class",10,NA,"ca",38.3152897718125,"ED04",85.6285611608686
"86",1,"class",11,NA,"ca",5.20384994216061,"ED04",85.6285611608686
"87",1,"class",12,NA,"ca",2.06070075594669,"ED04",85.6285611608686
"88",1,"class",13,NA,"ca",10.9300514086362,"ED04",85.6285611608686
"89",1,"class",14,NA,"ca",37.726573212133,"ED04",85.6285611608686
"90",1,"class",15,NA,"ca",12.2291180563359,"ED04",85.6285611608686
"91",1,"class",1,NA,"ca",298.203210355368,"ED05",93.077118231598
"92",1,"class",2,NA,"ca",2.48052708360107,"ED05",93.077118231598
"93",1,"class",3,NA,"ca",94.7531612343262,"ED05",93.077118231598
"94",1,"class",4,NA,"ca",41.3690668058178,"ED05",93.077118231598
"95",1,"class",5,NA,"ca",7.08503520541695,"ED05",93.077118231598
"96",1,"class",6,NA,"ca",0.614679898240401,"ED05",93.077118231598
"97",1,"class",7,NA,"ca",35.8663814074485,"ED05",93.077118231598
"98",1,"class",8,NA,"ca",11.3884799937878,"ED05",93.077118231598
"99",1,"class",9,NA,"ca",61.3909138404244,"ED05",93.077118231598
"100",1,"class",10,NA,"ca",42.1003246648244,"ED05",93.077118231598
"101",1,"class",11,NA,"ca",5.29403612643573,"ED05",93.077118231598
"102",1,"class",12,NA,"ca",2.19265963840157,"ED05",93.077118231598
"103",1,"class",13,NA,"ca",11.9275405973747,"ED05",93.077118231598
"104",1,"class",14,NA,"ca",45.3139518905312,"ED05",93.077118231598
"105",1,"class",15,NA,"ca",12.8793583027702,"ED05",93.077118231598
"106",1,"class",1,NA,"ca",239.416213722401,"ED06",76.7492953251722
"107",1,"class",2,NA,"ca",2.16369723433032,"ED06",76.7492953251722
"108",1,"class",3,NA,"ca",95.2396953476903,"ED06",76.7492953251722
"109",1,"class",4,NA,"ca",41.2580585381428,"ED06",76.7492953251722
"110",1,"class",5,NA,"ca",4.7423366039125,"ED06",76.7492953251722
"111",1,"class",6,NA,"ca",16.2283290705795,"ED06",76.7492953251722
"112",1,"class",7,NA,"ca",0.456886208603591,"ED06",76.7492953251722
"113",1,"class",8,NA,"ca",6.53676318633412,"ED06",76.7492953251722
"114",1,"class",9,NA,"ca",64.9363662429545,"ED06",76.7492953251722
"115",1,"class",10,NA,"ca",31.0104659082806,"ED06",76.7492953251722
"116",1,"class",11,NA,"ca",3.58268365865055,"ED06",76.7492953251722
"117",1,"class",12,NA,"ca",1.81520582202897,"ED06",76.7492953251722
"118",1,"class",13,NA,"ca",10.6908545122902,"ED06",76.7492953251722
"119",1,"class",14,NA,"ca",27.6734057149268,"ED06",76.7492953251722
"120",1,"class",15,NA,"ca",7.92704426934111,"ED06",76.7492953251722
"121",1,"class",1,NA,"ca",228.117234412198,"ED07",83.6587081165052
"122",1,"class",2,NA,"ca",2.07882368038771,"ED07",83.6587081165052
"123",1,"class",3,NA,"ca",123.382626190156,"ED07",83.6587081165052
"124",1,"class",4,NA,"ca",34.4408398827986,"ED07",83.6587081165052
"125",1,"class",5,NA,"ca",4.04329727724551,"ED07",83.6587081165052
"126",1,"class",6,NA,"ca",64.9066326506084,"ED07",83.6587081165052
"127",1,"class",7,NA,"ca",0.473766663047491,"ED07",83.6587081165052
"128",1,"class",8,NA,"ca",5.70675038445133,"ED07",83.6587081165052
"129",1,"class",9,NA,"ca",56.0226722645043,"ED07",83.6587081165052
"130",1,"class",10,NA,"ca",29.6327380566237,"ED07",83.6587081165052
"131",1,"class",11,NA,"ca",4.36865304132425,"ED07",83.6587081165052
"132",1,"class",12,NA,"ca",1.8076653144601,"ED07",83.6587081165052
"133",1,"class",13,NA,"ca",10.6927396391823,"ED07",83.6587081165052
"134",1,"class",14,NA,"ca",28.7635231841416,"ED07",83.6587081165052
"135",1,"class",15,NA,"ca",8.01877283016437,"ED07",83.6587081165052
"136",1,"class",1,NA,"ca",214.347667778375,"ED08",86.3464918738879
"137",1,"class",2,NA,"ca",0.99359040357519,"ED08",86.3464918738879
"138",1,"class",3,NA,"ca",133.133230821163,"ED08",86.3464918738879
"139",1,"class",4,NA,"ca",22.583520262159,"ED08",86.3464918738879
"140",1,"class",5,NA,"ca",6.06368202397468,"ED08",86.3464918738879
"141",1,"class",6,NA,"ca",117.384495169479,"ED08",86.3464918738879
"142",1,"class",7,NA,"ca",0.449431388620747,"ED08",86.3464918738879
"143",1,"class",8,NA,"ca",4.79751940930271,"ED08",86.3464918738879
"144",1,"class",9,NA,"ca",43.608126272044,"ED08",86.3464918738879
"145",1,"class",10,NA,"ca",27.9033483519837,"ED08",86.3464918738879
"146",1,"class",11,NA,"ca",3.24516025735843,"ED08",86.3464918738879
"147",1,"class",12,NA,"ca",1.75788082698849,"ED08",86.3464918738879
"148",1,"class",13,NA,"ca",10.6503671279006,"ED08",86.3464918738879
"149",1,"class",14,NA,"ca",26.3702689068916,"ED08",86.3464918738879
"150",1,"class",15,NA,"ca",7.42405813946428,"ED08",86.3464918738879
"151",1,"class",1,NA,"ca",191.739726554202,"ED09",80.1887295329266
"152",1,"class",2,NA,"ca",0.772516431670222,"ED09",80.1887295329266
"153",1,"class",3,NA,"ca",139.97332806197,"ED09",80.1887295329266
"154",1,"class",4,NA,"ca",2.06331422731996,"ED09",80.1887295329266
"155",1,"class",5,NA,"ca",9.05597821501848,"ED09",80.1887295329266
"156",1,"class",6,NA,"ca",132.80213398882,"ED09",80.1887295329266
"157",1,"class",7,NA,"ca",0.416527355593029,"ED09",80.1887295329266
"158",1,"class",8,NA,"ca",3.77368128786607,"ED09",80.1887295329266
"159",1,"class",9,NA,"ca",32.7593495387377,"ED09",80.1887295329266
"160",1,"class",10,NA,"ca",20.4657087301367,"ED09",80.1887295329266
"161",1,"class",11,NA,"ca",2.20949724905247,"ED09",80.1887295329266
"162",1,"class",12,NA,"ca",1.57532342499486,"ED09",80.1887295329266
"163",1,"class",13,NA,"ca",10.5117674575298,"ED09",80.1887295329266
"164",1,"class",14,NA,"ca",22.1644222789855,"ED09",80.1887295329266
"165",1,"class",15,NA,"ca",5.15286582848479,"ED09",80.1887295329266
"166",1,"class",1,NA,"ca",173.959766676159,"ED10",72.517605865932
"167",1,"class",2,NA,"ca",0.667677670187385,"ED10",72.517605865932
"168",1,"class",3,NA,"ca",140.143846358129,"ED10",72.517605865932
"169",1,"class",4,NA,"ca",0.317001224442791,"ED10",72.517605865932
"170",1,"class",5,NA,"ca",10.7627035531592,"ED10",72.517605865932
"171",1,"class",6,NA,"ca",134.008229605699,"ED10",72.517605865932
"172",1,"class",7,NA,"ca",0.391420892892194,"ED10",72.517605865932
"173",1,"class",8,NA,"ca",2.03006744394821,"ED10",72.517605865932
"174",1,"class",9,NA,"ca",21.6386860950231,"ED10",72.517605865932
"175",1,"class",10,NA,"ca",11.2993649043378,"ED10",72.517605865932
"176",1,"class",11,NA,"ca",0.610652581697947,"ED10",72.517605865932
"177",1,"class",12,NA,"ca",0.674061395345106,"ED10",72.517605865932
"178",1,"class",13,NA,"ca",7.43502615047346,"ED10",72.517605865932
"179",1,"class",14,NA,"ca",11.2824844498939,"ED10",72.517605865932
"180",1,"class",15,NA,"ca",3.85062874010276,"ED10",72.517605865932
"181",1,"class",1,NA,"ca",232.999755906822,"ED11",97.87627431939
"182",1,"class",2,NA,"ca",2.46887357190375,"ED11",97.87627431939
"183",1,"class",3,NA,"ca",144.083547343889,"ED11",97.87627431939
"184",1,"class",4,NA,"ca",11.7652054656794,"ED11",97.87627431939
"185",1,"class",5,NA,"ca",19.0287707565475,"ED11",97.87627431939
"186",1,"class",6,NA,"ca",12.8999233234125,"ED11",97.87627431939
"187",1,"class",7,NA,"ca",88.2998149129726,"ED11",97.87627431939
"188",1,"class",8,NA,"ca",10.7729432196873,"ED11",97.87627431939
"189",1,"class",9,NA,"ca",66.3032117711871,"ED11",97.87627431939
"190",1,"class",10,NA,"ca",36.7467785099049,"ED11",97.87627431939
"191",1,"class",11,NA,"ca",10.6387993037892,"ED11",97.87627431939
"192",1,"class",12,NA,"ca",1.46658587834859,"ED11",97.87627431939
"193",1,"class",13,NA,"ca",18.8491267324782,"ED11",97.87627431939
"194",1,"class",14,NA,"ca",39.2761046737385,"ED11",97.87627431939
"195",1,"class",15,NA,"ca",11.1736183718686,"ED11",97.87627431939
"196",1,"class",1,NA,"ca",289.692290874957,"ED12",96.4258310750595
"197",1,"class",2,NA,"ca",3.87243623074222,"ED12",96.4258310750595
"198",1,"class",3,NA,"ca",91.1795176159997,"ED12",96.4258310750595
"199",1,"class",4,NA,"ca",22.3169890258757,"ED12",96.4258310750595
"200",1,"class",5,NA,"ca",9.61796024786293,"ED12",96.4258310750595
"201",1,"class",6,NA,"ca",1.23390123853932,"ED12",96.4258310750595
"202",1,"class",7,NA,"ca",88.9783320627902,"ED12",96.4258310750595
"203",1,"class",8,NA,"ca",12.1595397364959,"ED12",96.4258310750595
"204",1,"class",9,NA,"ca",64.6230067409163,"ED12",96.4258310750595
"205",1,"class",10,NA,"ca",45.8589677813458,"ED12",96.4258310750595
"206",1,"class",11,NA,"ca",4.93967511449272,"ED12",96.4258310750595
"207",1,"class",12,NA,"ca",1.24936784781406,"ED12",96.4258310750595
"208",1,"class",13,NA,"ca",10.6538803189269,"ED12",96.4258310750595
"209",1,"class",14,NA,"ca",35.3992983761098,"ED12",96.4258310750595
"210",1,"class",15,NA,"ca",14.9954989268651,"ED12",96.4258310750595
"211",1,"class",1,NA,"ca",284.236476586135,"ED13",97.8445129264603
"212",1,"class",2,NA,"ca",3.21478400811797,"ED13",97.8445129264603
"213",1,"class",3,NA,"ca",117.573093546286,"ED13",97.8445129264603
"214",1,"class",4,NA,"ca",22.0439026892629,"ED13",97.8445129264603
"215",1,"class",5,NA,"ca",14.4785028766757,"ED13",97.8445129264603
"216",1,"class",6,NA,"ca",2.54564964896842,"ED13",97.8445129264603
"217",1,"class",7,NA,"ca",76.3472535404831,"ED13",97.8445129264603
"218",1,"class",8,NA,"ca",11.2007813366336,"ED13",97.8445129264603
"219",1,"class",9,NA,"ca",63.8373801085866,"ED13",97.8445129264603
"220",1,"class",10,NA,"ca",41.1328689749822,"ED13",97.8445129264603
"221",1,"class",11,NA,"ca",7.62555249796597,"ED13",97.8445129264603
"222",1,"class",12,NA,"ca",1.47759673315083,"ED13",97.8445129264603
"223",1,"class",13,NA,"ca",12.3499803964024,"ED13",97.8445129264603
"224",1,"class",14,NA,"ca",35.5884108784332,"ED13",97.8445129264603
"225",1,"class",15,NA,"ca",13.1014176819142,"ED13",97.8445129264603
"226",1,"class",1,NA,"ca",269.401856102005,"ED14",97.7783951194865
"227",1,"class",2,NA,"ca",2.34848251356018,"ED14",97.7783951194865
"228",1,"class",3,NA,"ca",126.285721604164,"ED14",97.7783951194865
"229",1,"class",4,NA,"ca",27.0595398487534,"ED14",97.7783951194865
"230",1,"class",5,NA,"ca",16.1836858382684,"ED14",97.7783951194865
"231",1,"class",6,NA,"ca",7.0097586611075,"ED14",97.7783951194865
"232",1,"class",7,NA,"ca",68.1199599697647,"ED14",97.7783951194865
"233",1,"class",8,NA,"ca",11.0454725869912,"ED14",97.7783951194865
"234",1,"class",9,NA,"ca",66.19203212834,"ED14",97.7783951194865
"235",1,"class",10,NA,"ca",39.2018992242545,"ED14",97.7783951194865
"236",1,"class",11,NA,"ca",6.6794330170402,"ED14",97.7783951194865
"237",1,"class",12,NA,"ca",2.27303459407866,"ED14",97.7783951194865
"238",1,"class",13,NA,"ca",12.8335154442551,"ED14",97.7783951194865
"239",1,"class",14,NA,"ca",39.4967502077137,"ED14",97.7783951194865
"240",1,"class",15,NA,"ca",12.6410182822844,"ED14",97.7783951194865
"241",1,"class",1,NA,"ca",270.751178518635,"ED14A",97.7940512841995
"242",1,"class",2,NA,"ca",2.53142550968836,"ED14A",97.7940512841995
"243",1,"class",3,NA,"ca",125.254214443657,"ED14A",97.7940512841995
"244",1,"class",4,NA,"ca",23.1372762867239,"ED14A",97.7940512841995
"245",1,"class",5,NA,"ca",16.1746029541355,"ED14A",97.7940512841995
"246",1,"class",6,NA,"ca",5.17411634981017,"ED14A",97.7940512841995
"247",1,"class",7,NA,"ca",73.2102310165979,"ED14A",97.7940512841995
"248",1,"class",8,NA,"ca",11.0356613583823,"ED14A",97.7940512841995
"249",1,"class",9,NA,"ca",65.8026248936547,"ED14A",97.7940512841995
"250",1,"class",10,NA,"ca",40.1082596652326,"ED14A",97.7940512841995
"251",1,"class",11,NA,"ca",7.75862531903147,"ED14A",97.7940512841995
"252",1,"class",12,NA,"ca",2.03970729737232,"ED14A",97.7940512841995
"253",1,"class",13,NA,"ca",13.1515449197171,"ED14A",97.7940512841995
"254",1,"class",14,NA,"ca",37.9306381981778,"ED14A",97.7940512841995
"255",1,"class",15,NA,"ca",12.7115820093509,"ED14A",97.7940512841995
"256",1,"class",1,NA,"ca",285.54231255313,"ED15",87.0422536512896
"257",1,"class",2,NA,"ca",2.46274690950406,"ED15",87.0422536512896
"258",1,"class",3,NA,"ca",68.3360640616806,"ED15",87.0422536512896
"259",1,"class",4,NA,"ca",41.299959767701,"ED15",87.0422536512896
"260",1,"class",5,NA,"ca",6.61508163994688,"ED15",87.0422536512896
"261",1,"class",6,NA,"ca",0.574321045229845,"ED15",87.0422536512896
"262",1,"class",7,NA,"ca",35.3708500975546,"ED15",87.0422536512896
"263",1,"class",8,NA,"ca",11.1412284643569,"ED15",87.0422536512896
"264",1,"class",9,NA,"ca",61.8188376449567,"ED15",87.0422536512896
"265",1,"class",10,NA,"ca",41.698664105404,"ED15",87.0422536512896
"266",1,"class",11,NA,"ca",5.216745923855,"ED15",87.0422536512896
"267",1,"class",12,NA,"ca",2.13152154578366,"ED15",87.0422536512896
"268",1,"class",13,NA,"ca",11.8572767768468,"ED15",87.0422536512896
"269",1,"class",14,NA,"ca",42.7946083304678,"ED15",87.0422536512896
"270",1,"class",15,NA,"ca",12.6584985498302,"ED15",87.0422536512896
"271",1,"class",1,NA,"ca",272.507259906317,"ED15A",82.7240458699691
"272",1,"class",2,NA,"ca",2.4941085659812,"ED15A",82.7240458699691
"273",1,"class",3,NA,"ca",55.412062526546,"ED15A",82.7240458699691
"274",1,"class",4,NA,"ca",41.279994560121,"ED15A",82.7240458699691
"275",1,"class",5,NA,"ca",5.44364665160338,"ED15A",82.7240458699691
"276",1,"class",6,NA,"ca",0.538546478070287,"ED15A",82.7240458699691
"277",1,"class",7,NA,"ca",34.2863451651901,"ED15A",82.7240458699691
"278",1,"class",8,NA,"ca",10.8630865601591,"ED15A",82.7240458699691
"279",1,"class",9,NA,"ca",61.9498968076989,"ED15A",82.7240458699691
"280",1,"class",10,NA,"ca",41.1487640221473,"ED15A",82.7240458699691
"281",1,"class",11,NA,"ca",5.17004618947475,"ED15A",82.7240458699691
"282",1,"class",12,NA,"ca",2.05080383976057,"ED15A",82.7240458699691
"283",1,"class",13,NA,"ca",11.7166206044006,"ED15A",82.7240458699691
"284",1,"class",14,NA,"ca",41.2496183108806,"ED15A",82.7240458699691
"285",1,"class",15,NA,"ca",12.3907676873311,"ED15A",82.7240458699691
"286",1,"class",1,NA,"ca",275.136712014666,"ED16",82.0926551408881
"287",1,"class",2,NA,"ca",2.51064627008347,"ED16",82.0926551408881
"288",1,"class",3,NA,"ca",59.7378717749188,"ED16",82.0926551408881
"289",1,"class",4,NA,"ca",41.2866353480765,"ED16",82.0926551408881
"290",1,"class",5,NA,"ca",4.24372054092214,"ED16",82.0926551408881
"291",1,"class",6,NA,"ca",0.533019628773181,"ED16",82.0926551408881
"292",1,"class",7,NA,"ca",26.9261242773361,"ED16",82.0926551408881
"293",1,"class",8,NA,"ca",10.6877697591937,"ED16",82.0926551408881
"294",1,"class",9,NA,"ca",63.937591740425,"ED16",82.0926551408881
"295",1,"class",10,NA,"ca",39.9248025436248,"ED16",82.0926551408881
"296",1,"class",11,NA,"ca",5.17810082256464,"ED16",82.0926551408881
"297",1,"class",12,NA,"ca",2.01657164915168,"ED16",82.0926551408881
"298",1,"class",13,NA,"ca",10.9070871355855,"ED16",82.0926551408881
"299",1,"class",14,NA,"ca",38.5755658143164,"ED16",82.0926551408881
"300",1,"class",15,NA,"ca",12.258208991786,"ED16",82.0926551408881
"301",1,"class",1,NA,"ca",273.622826588574,"ED16A",81.3748697351045
"302",1,"class",2,NA,"ca",2.51454505524447,"ED16A",81.3748697351045
"303",1,"class",3,NA,"ca",58.2089053338987,"ED16A",81.3748697351045
"304",1,"class",4,NA,"ca",41.2841504080422,"ED16A",81.3748697351045
"305",1,"class",5,NA,"ca",4.20259049963342,"ED16A",81.3748697351045
"306",1,"class",6,NA,"ca",0.528435342921151,"ED16A",81.3748697351045
"307",1,"class",7,NA,"ca",25.9997129411673,"ED16A",81.3748697351045
"308",1,"class",8,NA,"ca",10.5793749628812,"ED16A",81.3748697351045
"309",1,"class",9,NA,"ca",63.9273092300418,"ED16A",81.3748697351045
"310",1,"class",10,NA,"ca",39.6887760879226,"ED16A",81.3748697351045
"311",1,"class",11,NA,"ca",5.17407350601716,"ED16A",81.3748697351045
"312",1,"class",12,NA,"ca",2.00877407882285,"ED16A",81.3748697351045
"313",1,"class",13,NA,"ca",10.8972330631838,"ED16A",81.3748697351045
"314",1,"class",14,NA,"ca",37.852062681807,"ED16A",81.3748697351045
"315",1,"class",15,NA,"ca",12.2377296587178,"ED16A",81.3748697351045
"316",1,"class",1,NA,"ca",302.078902714379,"ED17",95.6951521091606
"317",1,"class",2,NA,"ca",3.24447475667032,"ED17",95.6951521091606
"318",1,"class",3,NA,"ca",98.984714138035,"ED17",95.6951521091606
"319",1,"class",4,NA,"ca",32.0417588496997,"ED17",95.6951521091606
"320",1,"class",5,NA,"ca",9.65814772570147,"ED17",95.6951521091606
"321",1,"class",6,NA,"ca",1.399406810917,"ED17",95.6951521091606
"322",1,"class",7,NA,"ca",63.1032945592418,"ED17",95.6951521091606
"323",1,"class",8,NA,"ca",11.6941704568773,"ED17",95.6951521091606
"324",1,"class",9,NA,"ca",59.7463976897267,"ED17",95.6951521091606
"325",1,"class",10,NA,"ca",43.0485863354005,"ED17",95.6951521091606
"326",1,"class",11,NA,"ca",4.22139892476662,"ED17",95.6951521091606
"327",1,"class",12,NA,"ca",1.7421143111627,"ED17",95.6951521091606
"328",1,"class",13,NA,"ca",11.8875244947082,"ED17",95.6951521091606
"329",1,"class",14,NA,"ca",33.3440387818748,"ED17",95.6951521091606
"330",1,"class",15,NA,"ca",15.2023916032854,"ED17",95.6951521091606
"331",1,"class",1,NA,"ca",301.16898623825,"ED17A",97.202483797558
"332",1,"class",2,NA,"ca",3.24665979011042,"ED17A",97.202483797558
"333",1,"class",3,NA,"ca",102.991465659747,"ED17A",97.202483797558
"334",1,"class",4,NA,"ca",27.4779523312118,"ED17A",97.202483797558
"335",1,"class",5,NA,"ca",11.4852641221746,"ED17A",97.202483797558
"336",1,"class",6,NA,"ca",2.48052708359866,"ED17A",97.202483797558
"337",1,"class",7,NA,"ca",70.4553751263895,"ED17A",97.202483797558
"338",1,"class",8,NA,"ca",11.6930565182479,"ED17A",97.202483797558
"339",1,"class",9,NA,"ca",62.7200996745456,"ED17A",97.202483797558
"340",1,"class",10,NA,"ca",42.9737810727723,"ED17A",97.202483797558
"341",1,"class",11,NA,"ca",4.22962493301945,"ED17A",97.202483797558
"342",1,"class",12,NA,"ca",1.52579600027979,"ED17A",97.202483797558
"343",1,"class",13,NA,"ca",11.9063329198257,"ED17A",97.202483797558
"344",1,"class",14,NA,"ca",33.3202604767247,"ED17A",97.202483797558
"345",1,"class",15,NA,"ca",14.6090050701543,"ED17A",97.202483797558
"346",1,"class",1,NA,"ca",246.395853197024,"ED19",97.2146621551051
"347",1,"class",2,NA,"ca",3.7004184018278,"ED19",97.2146621551051
"348",1,"class",3,NA,"ca",105.822540657814,"ED19",97.2146621551051
"349",1,"class",4,NA,"ca",20.3141273904856,"ED19",97.2146621551051
"350",1,"class",5,NA,"ca",13.2264358699023,"ED19",97.2146621551051
"351",1,"class",6,NA,"ca",2.67006802385447,"ED19",97.2146621551051
"352",1,"class",7,NA,"ca",115.186651432123,"ED19",97.2146621551051
"353",1,"class",8,NA,"ca",11.3568612745503,"ED19",97.2146621551051
"354",1,"class",9,NA,"ca",67.9078831943902,"ED19",97.2146621551051
"355",1,"class",10,NA,"ca",43.2550934176838,"ED19",97.2146621551051
"356",1,"class",11,NA,"ca",9.64298102297775,"ED19",97.2146621551051
"357",1,"class",12,NA,"ca",1.26637683363698,"ED19",97.2146621551051
"358",1,"class",13,NA,"ca",10.0776741468048,"ED19",97.2146621551051
"359",1,"class",14,NA,"ca",38.7864429634862,"ED19",97.2146621551051
"360",1,"class",15,NA,"ca",13.0666285219943,"ED19",97.2146621551051
"361",1,"class",1,NA,"ca",245.008485491941,"ED19A",97.3524248632574
"362",1,"class",2,NA,"ca",3.34631445264282,"ED19A",97.3524248632574
"363",1,"class",3,NA,"ca",112.70638141128,"ED19A",97.3524248632574
"364",1,"class",4,NA,"ca",17.8886117371027,"ED19A",97.3524248632574
"365",1,"class",5,NA,"ca",15.2709845158862,"ED19A",97.3524248632574
"366",1,"class",6,NA,"ca",2.46227562778101,"ED19A",97.3524248632574
"367",1,"class",7,NA,"ca",110.43317544203,"ED19A",97.3524248632574
