"","individual","truecolony","landscape_id","trap_id","BT10_1","BT10_2","B96_1","B96_2","BTMS0059_1","BTMS0059_2","BTMS0081_1","BTMS0081_2","BTMS0062_1","BTMS0062_2","B126_1","B126_2","BTERN01_1","BTERN01_2","B124_1","B124_2","BTMS0057_1","BTMS0057_2","BT30_1","BT30_2","B10_1","B10_2","BTMS0083_1","BTMS0083_2"
"1306","Ind1306",13329,1,4,157,171,264,240,359,355,308,308,268,268,170,168,135,143,265,267,120,120,191,191,206,200,294,288
"405","Ind405",4351,3,52,153,157,246,242,355,355,312,308,268,278,168,170,133,133,271,269,120,120,191,188,204,198,290,278
"1716","Ind1716",17321,5,117,157,167,240,248,355,355,312,312,278,272,168,170,137,133,275,265,118,124,191,191,214,206,286,290
"1608","Ind1608",16261,2,39,167,173,246,248,355,359,308,312,272,248,174,170,135,135,265,271,124,126,191,191,198,198,288,294
"813","Ind813",8779,3,56,157,173,242,242,339,355,312,308,252,248,180,170,135,135,267,265,118,124,194,191,204,206,288,284
"1235","Ind1235",12603,4,98,159,153,246,254,339,355,308,312,278,248,170,168,133,135,267,275,124,116,188,191,200,206,292,286
"705","Ind705",7731,4,85,177,175,242,242,355,355,308,312,268,248,176,176,141,135,267,263,120,124,191,185,204,206,294,294
"1037","Ind1037",10966,1,14,157,163,252,240,359,355,308,312,272,278,178,168,133,137,271,261,124,118,191,191,206,206,290,306
"1956","Ind1956",19607,5,114,163,165,242,246,355,355,312,312,278,0,174,170,135,137,263,267,124,124,191,188,206,208,282,278
"1479","Ind1479",15046,6,130,159,163,240,246,355,359,308,308,278,290,170,176,135,137,263,265,120,116,188,191,210,190,294,284
"63","Ind63",946,3,73,153,159,240,242,359,359,308,308,272,286,172,176,135,141,257,263,120,124,191,191,198,198,318,292
"1310","Ind1310",13350,6,150,173,161,246,246,355,355,312,308,0,0,170,176,139,133,257,275,126,124,191,191,212,198,294,280
"571","Ind571",6308,4,80,169,181,246,242,355,355,308,312,306,248,164,176,137,133,265,263,120,120,191,191,198,200,278,294
"1990","Ind1990",19915,2,41,157,169,242,242,355,355,308,308,288,278,176,170,135,135,265,271,124,112,191,191,206,206,282,284
"1770","Ind1770",17933,3,63,157,157,246,242,355,359,308,312,276,286,164,170,137,137,275,299,116,120,191,188,204,206,292,306
"811","Ind811",8770,6,131,157,183,242,254,339,339,312,308,292,292,168,170,135,139,267,267,124,112,191,200,206,210,294,308
"159","Ind159",1803,5,113,165,173,242,254,359,355,312,312,278,248,172,168,135,147,271,267,124,124,191,188,196,204,300,290
"1709","Ind1709",17205,4,82,143,153,278,242,339,355,312,312,296,248,164,172,135,141,267,267,124,124,191,188,238,198,308,284
"1408","Ind1408",14421,1,1,177,157,242,242,339,359,312,308,278,278,178,168,135,135,267,271,116,124,191,191,214,198,300,286
"1951","Ind1951",19534,4,78,157,171,248,254,363,355,308,312,296,272,168,172,135,139,263,271,120,124,188,191,206,210,292,306
"1929","Ind1929",19368,5,112,171,157,246,240,355,355,312,312,252,266,172,176,139,137,269,269,120,126,191,188,206,210,290,288
"105","Ind105",1407,5,114,157,177,240,240,355,339,312,312,276,278,172,170,135,143,269,267,124,124,191,191,206,208,292,284
"1017","Ind1017",10756,6,139,151,173,242,240,339,355,308,312,278,278,164,176,133,135,267,267,120,112,191,191,190,206,298,286
"139","Ind139",1596,1,11,175,159,240,242,355,339,312,312,328,288,170,170,135,135,271,265,126,118,191,191,206,210,308,288
"251","Ind251",2741,1,3,161,153,242,240,355,355,312,312,286,298,174,178,137,137,271,269,120,116,191,191,206,206,318,284
"1639","Ind1639",16538,3,55,157,157,240,238,359,355,312,308,288,272,164,174,133,135,275,259,126,112,188,188,206,238,290,294
"1398","Ind1398",14305,6,144,155,153,240,240,363,355,312,312,278,272,174,168,143,135,263,259,120,130,188,191,196,206,280,284
"453","Ind453",4864,4,93,171,143,246,256,355,355,308,308,278,248,168,170,147,135,267,271,116,116,191,188,206,206,294,286
"877","Ind877",9430,2,37,157,161,240,242,355,355,308,312,278,272,168,170,135,143,267,275,130,120,188,191,198,198,298,298
"1590","Ind1590",16161,6,132,161,173,240,240,339,355,308,312,274,248,172,172,133,135,259,271,118,124,191,200,206,200,290,318
"1937","Ind1937",19429,1,16,153,159,250,248,355,355,312,308,268,276,176,170,143,135,267,267,124,120,188,191,198,204,284,286
"1748","Ind1748",17612,3,57,157,171,246,240,355,355,308,312,248,0,168,178,143,135,265,271,120,112,191,191,206,206,294,290
"771","Ind771",8442,5,101,165,153,254,238,355,359,308,308,294,296,168,164,135,135,269,261,130,120,191,191,206,198,308,292
"1464","Ind1464",14901,6,149,153,137,254,238,355,359,308,312,296,248,170,178,137,137,259,267,120,124,191,191,212,204,294,290
"481","Ind481",5138,5,106,157,173,242,242,355,355,312,308,272,278,168,172,133,141,261,257,124,126,191,200,214,200,282,300
"1917","Ind1917",19157,4,97,181,157,254,250,339,355,312,308,296,288,168,170,135,135,265,269,124,112,191,191,198,210,294,308
"151","Ind151",1753,6,137,169,161,240,240,355,355,308,312,278,258,172,168,135,147,267,269,120,120,191,188,200,206,294,0
"438","Ind438",4705,2,32,169,181,246,242,359,355,312,312,278,288,170,176,135,135,263,265,120,130,188,191,204,198,282,294
"700","Ind700",7659,4,84,157,157,242,242,355,355,312,312,288,266,170,170,135,135,263,263,118,130,191,191,212,204,294,294
"392","Ind392",4194,1,17,167,165,248,240,355,355,312,312,278,248,170,170,143,135,275,265,116,112,191,191,210,214,294,278
"788","Ind788",8551,6,146,173,169,242,242,355,355,312,312,266,276,172,164,143,135,267,267,116,124,191,191,198,190,292,286
"1109","Ind1109",11544,6,144,157,173,242,242,355,355,308,308,278,268,178,176,133,137,267,275,116,130,188,191,206,204,286,292
"1588","Ind1588",16155,2,31,143,159,246,240,339,363,312,312,278,248,170,170,137,141,265,267,130,124,191,191,206,198,292,292
"1087","Ind1087",11368,2,50,153,153,242,240,355,355,308,312,296,278,168,168,141,147,265,265,120,120,191,191,198,206,282,282
"1701","Ind1701",17154,4,88,165,153,252,242,339,355,308,312,286,248,172,170,135,135,273,271,120,116,191,191,206,200,292,294
"1169","Ind1169",12021,5,103,187,171,248,254,339,355,312,312,296,278,170,170,135,137,267,275,116,124,191,191,206,210,282,288
"1435","Ind1435",14619,5,121,157,167,242,254,355,359,312,308,268,294,168,168,141,143,261,271,124,126,191,191,206,210,306,294
"143","Ind143",1628,6,126,179,165,242,242,355,355,308,304,278,286,170,176,135,141,263,267,124,122,191,188,190,198,284,290
"1782","Ind1782",18017,5,125,159,177,240,240,355,355,312,312,248,266,168,176,135,135,259,267,112,120,191,188,204,200,294,288
"787","Ind787",8540,5,121,159,175,242,240,355,339,308,312,248,286,168,176,141,135,265,267,124,120,191,191,206,206,282,292
"98","Ind98",1347,2,38,155,159,240,248,355,339,312,308,268,266,172,176,135,135,261,257,120,126,188,191,206,206,294,292
"1020","Ind1020",10775,1,21,159,153,246,246,339,355,304,312,286,286,168,178,137,135,265,267,124,124,191,188,206,206,300,292
"1615","Ind1615",16330,1,2,163,157,240,244,355,355,308,312,328,254,174,170,137,143,267,275,120,130,191,191,200,190,0,0
"387","Ind387",4181,2,29,177,157,246,246,359,355,312,308,278,288,170,172,141,141,267,275,112,112,191,191,198,206,292,282
"1730","Ind1730",17483,4,80,167,153,242,242,359,339,312,308,288,286,176,176,139,143,265,261,120,124,191,191,204,206,286,284
"334","Ind334",3698,4,77,175,155,254,240,355,359,312,312,286,0,170,170,135,137,269,263,120,130,191,191,206,206,294,290
"649","Ind649",7167,5,119,165,173,242,248,359,355,308,308,272,248,170,172,141,137,267,267,118,116,188,191,208,206,306,278
"1652","Ind1652",16724,1,5,173,143,248,238,355,363,308,312,274,286,174,170,139,135,265,269,118,112,191,191,198,198,286,306
"72","Ind72",1064,3,53,153,173,278,246,355,355,308,312,278,278,168,170,135,135,257,263,120,120,188,191,206,208,294,292
"587","Ind587",6556,5,113,169,159,240,240,359,355,312,308,286,288,176,184,135,141,267,259,116,120,188,191,200,198,282,318
"1142","Ind1142",11784,5,114,171,171,242,242,339,359,308,312,266,286,178,170,135,137,263,263,118,124,191,191,198,204,318,294
"74","Ind74",1088,5,123,153,165,242,240,339,355,312,308,0,0,176,174,137,135,269,263,118,124,191,191,210,214,294,288
"187","Ind187",2034,3,73,157,171,242,246,359,355,312,308,296,292,172,170,135,135,271,271,128,116,191,191,238,206,286,292
"1443","Ind1443",14730,3,70,157,153,254,252,355,355,312,312,268,278,168,176,135,135,265,269,118,130,191,191,206,206,294,298
"141","Ind141",1602,3,62,153,157,240,256,359,355,308,308,272,288,176,164,135,135,265,267,112,120,188,188,214,206,294,294
"1457","Ind1457",14813,2,36,153,143,246,238,359,359,308,312,272,270,174,172,139,141,265,263,112,124,188,185,206,206,290,278
"1746","Ind1746",17610,5,121,143,187,242,248,355,355,308,308,278,252,168,178,137,137,269,267,118,126,191,200,196,206,288,318
"112","Ind112",1424,3,66,157,167,246,244,355,355,308,312,248,288,176,172,133,141,265,267,120,120,191,191,198,190,308,292
"859","Ind859",9244,4,99,159,143,248,242,363,363,312,308,278,272,170,164,143,135,265,275,118,120,191,188,206,206,294,278
"1881","Ind1881",18885,1,20,153,171,240,242,359,355,312,312,290,294,168,178,143,135,257,267,120,112,188,200,238,198,308,290
"1138","Ind1138",11772,5,120,163,167,240,242,355,355,312,308,278,268,172,172,135,143,265,263,120,130,191,191,198,198,286,308
"1883","Ind1883",18898,1,13,159,157,254,240,359,363,312,308,294,278,170,172,133,137,265,269,120,120,191,191,210,210,282,282
"526","Ind526",5734,4,80,171,143,248,252,355,339,308,308,278,252,178,170,133,139,269,263,124,112,191,191,206,206,286,298
"1713","Ind1713",17262,1,14,169,161,242,246,355,355,312,308,278,272,170,178,137,137,269,259,116,120,191,191,198,198,280,294
"531","Ind531",5782,6,150,155,157,242,240,355,359,312,308,272,276,164,172,137,137,269,281,126,120,191,191,206,196,286,282
"225","Ind225",2488,6,135,163,163,242,278,355,359,312,312,294,266,182,178,137,141,263,267,116,112,188,191,198,198,284,288
"935","Ind935",9972,1,12,171,157,240,242,355,355,304,312,292,278,172,170,137,135,267,265,126,124,191,191,206,216,284,290
"407","Ind407",4371,4,80,159,173,238,248,339,355,308,312,328,252,170,170,141,147,273,267,116,112,191,188,206,198,288,308
"397","Ind397",4254,5,117,173,165,246,254,355,355,312,308,278,248,178,170,135,143,271,263,118,118,191,191,190,204,284,298
"791","Ind791",8563,1,10,169,159,242,246,339,363,312,312,266,278,170,172,135,135,267,275,116,118,191,191,206,206,290,286
"1356","Ind1356",13856,4,96,155,169,254,248,359,355,308,312,288,268,170,182,141,143,263,271,124,120,191,191,210,198,284,290
"1323","Ind1323",13447,1,23,157,173,252,240,359,355,312,308,268,278,172,170,141,143,275,263,126,118,191,191,206,198,294,290
"1467","Ind1467",14915,6,133,159,159,238,242,355,355,308,308,278,288,170,176,133,141,261,267,112,124,191,188,210,0,290,282
"85","Ind85",1241,1,18,167,175,240,254,363,355,312,308,306,272,176,170,135,137,263,267,124,116,191,188,206,206,318,294
"222","Ind222",2467,1,23,159,161,240,264,355,339,312,312,268,298,168,168,141,139,259,275,118,124,191,191,204,198,284,292
"1532","Ind1532",15625,6,142,161,169,242,240,359,339,308,312,252,272,170,168,137,135,271,271,116,112,191,191,210,204,282,278
"941","Ind941",10073,6,127,169,169,242,240,339,355,308,312,272,266,170,172,135,133,265,269,120,120,191,200,206,206,282,292
"1620","Ind1620",16369,3,55,157,153,246,242,339,355,312,308,268,248,178,174,135,135,265,275,124,112,191,191,188,206,306,294
"1386","Ind1386",14171,6,149,143,157,238,252,355,355,312,308,278,298,170,170,135,137,265,257,124,116,191,191,198,190,294,294
"616","Ind616",6886,6,150,159,157,242,242,355,355,312,308,272,278,176,176,135,143,273,265,112,126,185,191,200,214,286,300
"1801","Ind1801",18126,2,31,175,171,238,240,355,355,312,312,266,252,168,178,141,141,267,271,120,124,200,191,214,206,290,308
"278","Ind278",3090,1,2,169,171,238,242,339,355,308,308,266,248,170,166,137,133,263,263,116,124,188,200,206,206,298,280
"374","Ind374",4075,1,21,157,171,250,240,355,355,308,312,0,0,176,168,135,135,267,263,120,120,188,191,206,198,286,300
"1376","Ind1376",14073,6,150,159,153,246,242,355,355,304,312,272,278,178,172,137,133,275,267,120,114,191,191,198,206,292,290
"1662","Ind1662",16828,3,75,159,173,242,242,339,359,312,312,276,296,170,170,137,137,259,267,120,124,188,188,190,206,292,284
"1923","Ind1923",19263,1,25,155,157,238,240,355,355,308,312,328,266,170,174,137,135,275,267,118,120,191,191,204,206,290,318
"829","Ind829",8972,4,83,169,169,248,240,355,359,312,308,272,272,168,170,137,143,267,267,124,124,191,191,198,200,294,284
"1864","Ind1864",18744,1,23,143,161,254,242,355,355,312,312,272,278,168,174,135,133,269,263,120,120,191,185,238,206,294,292
"1045","Ind1045",11029,4,82,169,167,242,242,355,355,312,312,296,292,176,170,141,141,259,265,124,130,191,188,204,198,292,288
"1495","Ind1495",15204,4,93,169,165,240,242,355,355,308,308,278,278,170,164,135,135,267,273,112,120,191,191,198,206,318,282
"467","Ind467",4978,5,112,171,171,252,240,363,359,308,312,268,288,168,172,139,143,275,265,126,124,191,200,210,210,318,290
"1489","Ind1489",15159,3,66,173,157,242,240,355,355,308,308,286,252,166,176,139,135,263,265,124,124,191,191,210,206,318,294
"1932","Ind1932",19396,4,92,157,179,242,238,355,355,312,312,306,286,172,178,135,137,269,265,116,120,188,188,206,206,286,294
"568","Ind568",6278,5,121,173,169,240,242,339,363,312,312,252,248,170,164,141,147,259,275,120,126,191,191,206,206,0,0
"1226","Ind1226",12552,6,137,169,157,240,242,355,355,312,308,278,294,170,178,143,133,269,263,118,120,191,191,206,206,288,292
"686","Ind686",7467,4,91,167,171,278,240,355,355,312,308,248,252,170,166,137,143,257,271,126,120,191,188,206,190,290,288
"660","Ind660",7230,3,56,143,171,242,254,355,355,312,308,276,294,164,178,137,143,263,265,120,120,191,188,206,198,282,290
"450","Ind450",4850,4,88,157,169,242,248,339,363,308,312,298,278,172,170,135,135,271,267,124,124,188,191,206,206,284,282
"1544","Ind1544",15705,3,73,157,157,254,242,355,355,312,308,278,328,168,168,141,135,265,271,124,124,191,191,204,198,284,278
"1146","Ind1146",11831,2,48,159,143,242,242,355,355,312,312,278,250,184,178,137,137,271,299,124,118,191,191,210,198,0,0
"1824","Ind1824",18293,4,86,159,181,250,238,355,339,312,308,292,248,182,176,141,137,267,267,118,124,191,188,206,210,292,318
"77","Ind77",1149,5,121,167,181,240,248,355,359,312,312,266,0,172,170,135,137,265,259,120,116,191,191,204,198,294,306
"173","Ind173",1905,3,53,181,167,242,242,355,355,312,308,278,278,170,178,135,137,259,275,124,118,191,191,204,210,286,306
"1802","Ind1802",18132,1,10,167,169,250,242,359,359,308,308,296,276,172,170,133,137,265,271,120,118,188,191,198,198,318,288
"1718","Ind1718",17354,2,30,159,171,0,0,355,359,308,312,266,272,176,178,137,135,265,263,124,120,191,185,206,206,298,290
"406","Ind406",4351,3,57,171,157,254,242,359,355,312,308,268,278,168,170,133,133,271,269,120,120,188,188,206,198,290,278
"1918","Ind1918",19186,6,137,171,157,242,252,359,355,312,312,278,286,170,180,143,137,273,267,124,120,191,188,204,206,280,318
"1999","Ind1999",19992,4,89,157,173,242,278,355,355,312,312,298,252,170,172,135,133,263,261,124,116,200,191,206,210,288,294
"1869","Ind1869",18780,3,53,181,157,246,240,359,355,312,308,288,248,168,178,137,133,275,263,116,120,191,191,206,214,300,308
"591","Ind591",6582,5,104,173,171,240,250,359,339,312,312,248,296,178,176,147,135,275,265,124,124,200,191,190,206,308,284
"962","Ind962",10296,3,67,163,165,250,240,355,355,312,312,298,278,176,172,135,137,263,275,120,120,191,185,198,206,290,288
"290","Ind290",3194,3,52,163,157,242,242,355,355,312,312,274,268,168,176,137,137,265,267,120,124,194,188,210,214,290,290
"1234","Ind1234",12603,4,89,159,153,246,254,359,355,312,312,278,248,170,168,137,135,267,275,120,116,191,191,198,206,300,286
"1579","Ind1579",16092,4,100,157,151,242,242,355,355,312,312,326,292,168,176,141,133,265,265,120,120,191,191,204,204,294,286
"736","Ind736",8100,5,112,177,169,252,242,339,359,312,308,248,328,168,168,139,139,263,239,116,124,191,191,204,206,298,292
"22","Ind22",456,1,5,153,171,246,246,359,355,312,308,292,278,178,164,137,133,267,263,130,120,191,185,206,208,288,278
"1780","Ind1780",18015,6,149,153,157,242,246,355,355,312,308,252,294,172,178,133,133,273,265,124,120,188,191,206,198,0,0
"465","Ind465",4956,4,90,161,157,244,248,355,359,312,312,252,278,168,178,147,137,261,299,120,120,191,191,206,198,306,294
"1375","Ind1375",14057,3,68,163,169,246,250,355,355,312,308,248,296,168,170,143,135,267,265,112,116,188,191,238,206,282,284
"1945","Ind1945",19495,3,64,155,159,242,246,355,339,312,312,278,252,170,170,147,147,263,267,130,120,191,191,206,214,282,288
"412","Ind412",4435,1,20,169,177,240,246,355,355,308,308,288,268,0,0,133,137,275,259,120,120,191,191,196,206,290,290
"1320","Ind1320",13440,5,117,157,183,252,246,359,363,312,308,278,298,164,170,137,135,275,265,120,120,191,191,200,206,294,278
"459","Ind459",4901,6,144,173,157,240,240,359,355,312,312,278,286,176,178,137,137,263,263,124,124,200,188,214,206,294,294
"1197","Ind1197",12270,4,89,153,163,246,242,359,355,312,308,252,272,170,172,141,135,303,265,120,118,191,191,206,198,282,294
"273","Ind273",3012,5,119,153,157,246,240,359,355,308,312,248,272,170,176,143,143,271,265,118,126,191,191,200,210,290,282
"301","Ind301",3325,3,65,157,157,240,242,355,355,308,308,252,276,168,178,141,135,275,261,112,124,191,191,198,206,292,294
"1564","Ind1564",15912,3,61,153,165,244,248,355,355,312,308,290,266,176,170,135,135,263,269,124,120,191,188,210,206,294,292
"1405","Ind1405",14397,5,118,169,157,240,242,355,355,312,312,292,296,178,170,135,135,275,263,124,120,191,191,200,206,282,298
"1872","Ind1872",18815,2,30,165,157,250,238,339,355,312,308,278,288,176,172,137,135,267,303,124,118,191,191,214,206,294,294
"1216","Ind1216",12491,3,51,173,171,242,250,355,355,312,308,0,0,164,170,137,135,265,259,116,118,191,191,210,198,286,288
"793","Ind793",8590,3,64,159,165,246,242,355,355,308,312,248,272,178,164,143,137,265,275,118,124,191,194,206,198,292,282
"552","Ind552",6042,2,45,159,157,242,242,355,363,312,312,278,258,168,172,143,139,265,0,120,118,188,191,206,214,294,306
"307","Ind307",3381,1,3,173,173,242,242,359,359,312,312,278,296,170,170,139,137,275,259,120,124,191,191,198,206,278,294
"393","Ind393",4207,5,119,165,171,246,240,355,339,308,308,266,286,176,178,135,135,261,265,118,120,188,191,206,206,278,290
"597","Ind597",6691,1,1,181,165,246,242,359,355,308,312,278,278,168,178,139,143,269,259,120,120,188,188,198,206,290,284
"696","Ind696",7614,3,55,171,175,246,246,359,359,308,308,278,272,164,170,135,137,263,267,126,120,191,191,214,206,304,318
"322","Ind322",3549,6,126,169,167,242,248,339,355,308,308,278,278,170,170,135,137,267,267,120,124,191,191,214,198,290,286
"44","Ind44",755,3,67,173,165,246,248,339,355,308,304,278,288,174,178,141,135,275,263,112,120,191,188,198,198,290,278
"68","Ind68",1019,1,20,173,169,240,242,355,355,312,312,278,272,170,176,137,141,269,271,118,120,188,191,206,198,294,290
"1846","Ind1846",18571,2,43,167,171,242,252,339,355,308,312,278,278,172,170,135,135,271,271,120,124,200,188,206,214,318,286
"1668","Ind1668",16872,3,62,153,169,242,252,355,339,308,308,296,268,182,170,139,137,275,275,120,116,191,200,206,206,294,282
