"","individual","truecolony","landscape_id","trap_id","BT10_1","BT10_2","B96_1","B96_2","BTMS0059_1","BTMS0059_2","BTMS0081_1","BTMS0081_2","BTMS0062_1","BTMS0062_2","B126_1","B126_2","BTERN01_1","BTERN01_2","B124_1","B124_2","BTMS0057_1","BTMS0057_2","BT30_1","BT30_2","B10_1","B10_2","BTMS0083_1","BTMS0083_2"
"584","Ind584",6160,2,41,165,169,240,242,355,339,308,312,248,292,176,178,141,143,275,265,118,124,191,191,210,198,286,292
"1397","Ind1397",14340,3,72,165,159,242,242,355,339,312,308,288,248,176,168,139,135,263,267,120,124,191,188,198,204,290,290
"1459","Ind1459",14953,4,89,167,181,238,254,355,359,308,312,272,292,170,166,137,135,263,267,118,112,200,188,210,206,288,278
"1035","Ind1035",10728,2,29,157,175,242,262,363,359,308,308,286,278,178,174,143,135,265,275,124,124,191,191,206,214,290,294
"606","Ind606",6446,1,13,161,157,240,242,339,355,312,308,278,278,172,172,133,135,265,261,126,120,191,191,214,204,288,300
"57","Ind57",550,2,48,159,157,242,242,355,359,308,304,272,298,172,170,137,135,257,271,124,120,191,191,206,206,286,294
"1047","Ind1047",10901,5,113,153,173,246,238,355,359,308,312,252,266,168,174,135,137,265,263,124,120,191,191,214,198,278,292
"106","Ind106",1013,3,67,169,153,242,240,363,359,312,308,0,0,168,178,135,137,271,265,120,120,191,188,198,210,286,292
"1758","Ind1758",17908,5,115,171,165,242,246,355,359,312,308,266,272,172,170,135,137,259,259,120,124,188,191,200,204,290,284
"1287","Ind1287",13317,4,91,169,157,246,244,339,355,308,312,266,288,168,164,137,135,0,0,120,120,191,191,198,198,292,308
"1184","Ind1184",12306,4,99,153,153,246,246,355,339,308,312,276,286,170,168,135,135,263,271,112,120,191,191,206,208,294,292
"690","Ind690",7393,3,64,173,165,242,278,355,355,312,312,278,0,168,172,135,143,257,257,120,116,191,191,206,204,306,294
"286","Ind286",2836,2,47,153,175,246,264,359,359,308,312,258,252,168,170,137,143,271,271,124,112,191,188,198,206,290,290
"1099","Ind1099",11395,6,143,153,169,252,242,359,355,312,312,278,248,176,170,143,135,271,267,124,116,188,191,206,198,284,284
"908","Ind908",9398,3,61,169,167,242,242,359,359,308,312,296,278,176,184,137,137,267,263,126,124,188,191,196,206,294,318
"1072","Ind1072",11127,4,82,143,157,242,254,339,355,308,308,0,0,164,170,135,137,259,263,130,120,191,191,198,206,294,294
"1852","Ind1852",18734,5,119,157,167,240,254,339,355,312,312,278,268,168,176,139,135,0,0,112,120,191,191,198,206,292,284
"1152","Ind1152",12013,3,51,167,159,242,240,355,359,312,308,276,286,166,178,137,137,269,263,130,120,191,200,198,206,284,292
"818","Ind818",8525,6,145,173,157,240,242,355,355,312,312,286,272,170,168,139,137,269,267,120,112,188,191,190,206,282,278
"1500","Ind1500",15392,3,55,171,171,242,254,355,359,312,312,298,296,168,170,137,135,267,265,118,116,191,191,200,206,294,278
"1134","Ind1134",11783,5,121,173,159,242,240,355,355,312,312,298,278,168,172,141,139,275,259,118,116,191,191,198,198,288,278
"1619","Ind1619",16413,6,146,161,171,242,242,359,355,312,312,278,304,168,170,135,141,275,263,124,116,188,191,198,206,294,292
"502","Ind502",5294,1,2,157,173,240,238,355,355,308,312,272,266,170,168,135,135,263,275,120,124,188,191,206,206,282,290
"61","Ind61",569,6,141,179,157,256,242,355,355,308,312,278,276,178,168,133,143,265,259,118,118,188,191,206,214,284,284
"229","Ind229",2362,5,107,169,165,246,238,355,355,312,312,278,282,172,172,135,133,267,271,124,112,191,188,208,204,294,318
"1701","Ind1701",17110,1,8,171,169,238,250,355,359,312,308,248,278,178,170,137,137,265,259,124,126,191,191,206,196,290,306
"782","Ind782",8218,6,142,157,153,278,242,355,359,312,308,272,266,176,168,135,135,267,259,124,124,191,191,206,206,318,290
"1323","Ind1323",13647,5,111,173,161,242,238,359,355,312,308,278,278,164,176,135,137,271,263,124,120,188,191,206,200,290,290
"123","Ind123",1266,5,112,163,179,242,254,355,339,312,308,292,278,172,168,135,135,267,275,120,124,191,191,206,210,284,290
"497","Ind497",5243,5,107,169,157,242,246,355,355,308,312,272,298,176,180,137,137,267,265,120,124,191,191,198,204,318,290
"1889","Ind1889",19007,5,124,181,169,242,242,355,355,304,312,278,290,176,172,139,133,269,275,118,120,191,188,196,214,290,284
"1660","Ind1660",16727,4,89,177,157,242,246,339,359,308,308,278,278,168,172,137,135,267,267,118,120,188,188,204,206,282,308
"621","Ind621",6633,4,79,161,155,278,240,355,355,312,312,292,258,176,170,133,135,303,299,112,124,191,191,198,198,290,280
"1224","Ind1224",12654,3,63,159,173,264,240,359,359,308,312,278,254,168,178,141,137,259,265,116,120,191,191,214,206,290,300
"1016","Ind1016",10489,1,20,157,183,238,246,355,359,312,308,266,0,176,178,147,141,267,269,120,112,191,188,206,214,306,282
"1464","Ind1464",14994,4,90,153,173,240,242,355,359,312,308,278,272,170,170,133,147,267,267,120,118,188,191,204,214,294,294
"1870","Ind1870",18847,5,123,177,157,242,264,355,355,312,308,278,254,178,170,135,143,267,275,124,112,191,188,210,198,290,298
"1503","Ind1503",15422,3,67,171,153,246,240,339,359,312,312,258,252,176,172,135,135,259,257,124,116,191,191,206,0,318,290
"163","Ind163",1648,5,112,169,171,242,242,359,339,308,312,288,288,168,178,135,135,275,265,118,120,188,191,206,204,292,282
"1548","Ind1548",15743,6,141,169,173,242,238,339,339,312,312,328,268,172,172,133,137,275,275,116,116,191,191,210,206,292,286
"117","Ind117",1195,5,103,157,159,238,240,355,355,308,308,298,278,168,172,135,139,269,275,116,116,191,191,198,206,290,278
"1353","Ind1353",13910,2,32,153,161,242,240,355,355,308,312,286,278,168,170,141,141,265,259,124,122,191,191,198,206,318,278
"582","Ind582",6159,2,39,173,157,242,240,355,339,312,308,278,294,166,168,135,141,273,265,120,122,191,191,198,214,318,284
"1454","Ind1454",14812,1,14,169,157,242,242,359,339,308,312,286,272,170,178,135,135,265,271,118,120,191,191,198,208,294,306
"947","Ind947",9848,2,48,157,153,246,246,351,355,308,308,286,278,182,174,133,143,269,271,122,120,191,191,206,214,294,282
"566","Ind566",5961,6,143,0,0,246,248,355,363,308,312,278,278,170,170,137,143,265,271,116,124,188,188,206,198,294,282
"789","Ind789",8274,3,67,187,183,254,246,355,339,312,312,286,298,170,170,135,135,267,271,118,120,197,191,206,198,288,282
"51","Ind51",423,5,101,165,157,242,246,355,339,308,308,278,278,0,0,135,135,265,267,116,120,191,188,210,206,292,292
"1862","Ind1862",18806,5,103,163,137,238,248,355,355,304,308,266,266,172,170,141,141,263,259,112,120,188,191,206,206,308,282
"1595","Ind1595",16237,2,33,165,157,242,242,355,339,312,312,272,278,164,174,137,137,265,267,120,120,191,191,204,200,298,300
"1689","Ind1689",17023,5,112,165,161,242,248,359,355,312,312,268,278,170,170,143,135,267,271,118,124,188,188,198,206,282,292
"1785","Ind1785",18110,4,94,171,163,240,250,355,355,312,308,258,306,178,170,139,137,265,269,116,120,191,191,214,206,282,286
"7","Ind7",53,4,97,157,171,240,242,359,355,312,312,278,272,178,176,135,137,269,263,120,116,191,188,198,206,282,292
"1563","Ind1563",15937,2,43,157,169,242,252,355,355,312,312,252,276,168,178,139,137,269,267,116,124,191,191,206,206,286,290
"1447","Ind1447",14755,4,84,175,165,242,242,355,359,312,312,272,248,176,170,143,143,263,275,120,130,188,191,206,198,284,286
"1232","Ind1232",12724,2,44,171,169,248,246,0,0,308,312,252,248,176,170,133,135,261,259,116,112,191,191,206,208,290,304
"1676","Ind1676",16899,2,37,161,157,278,242,355,359,308,312,276,272,172,168,135,143,275,269,120,120,191,191,206,204,284,318
"522","Ind522",5443,2,31,169,169,242,242,339,359,308,308,286,298,178,172,137,137,261,265,124,124,191,191,198,210,284,282
"1248","Ind1248",12853,1,3,173,157,240,264,363,359,312,312,278,258,168,172,135,133,265,261,112,116,191,188,238,206,290,282
"739","Ind739",7745,2,39,159,181,252,242,0,0,312,312,252,278,170,176,133,133,265,267,120,120,188,191,196,204,288,292
"662","Ind662",7075,5,121,151,171,242,240,355,359,312,312,248,276,178,164,143,137,263,269,116,118,185,191,190,214,284,282
"1434","Ind1434",14630,6,146,173,169,242,238,355,359,312,312,248,328,174,166,135,141,265,263,118,116,191,191,206,198,0,0
"1615","Ind1615",16360,2,28,171,169,242,242,355,359,308,312,258,272,176,178,143,137,259,267,130,116,191,188,206,210,306,306
"196","Ind196",1979,2,45,157,175,242,250,339,355,308,308,248,288,168,170,143,141,265,265,118,130,191,191,200,208,284,290
"333","Ind333",3236,6,142,163,169,246,242,363,359,308,308,248,278,176,164,135,135,267,267,124,126,191,191,206,206,308,298
"999","Ind999",10367,5,122,167,165,246,242,355,355,308,312,272,296,178,170,135,135,263,269,120,124,188,188,190,206,290,288
"1202","Ind1202",12466,6,147,165,169,242,246,355,359,304,312,272,294,178,166,135,135,271,263,124,124,191,188,210,206,282,284
"1562","Ind1562",15933,1,9,173,153,242,246,355,355,312,308,288,272,174,170,133,143,269,267,120,130,188,191,198,198,290,306
"1581","Ind1581",16126,3,67,177,165,246,242,339,355,312,308,266,290,172,170,137,141,265,267,124,116,191,188,206,210,288,294
"1151","Ind1151",11997,3,54,157,187,240,240,355,355,308,308,278,248,170,170,135,137,267,303,124,120,191,191,206,206,288,292
"678","Ind678",7265,6,126,157,165,242,242,339,359,312,312,298,278,178,174,135,137,257,269,124,112,191,191,206,206,300,288
"1355","Ind1355",13933,6,129,175,163,248,242,355,355,308,308,282,282,170,178,135,137,259,265,116,120,191,191,200,204,288,288
"230","Ind230",2369,1,21,153,157,242,242,363,355,312,308,278,278,172,170,135,137,267,0,122,124,191,191,198,210,290,294
"1026","Ind1026",10558,3,68,159,175,246,240,355,355,308,312,248,286,170,170,133,137,263,267,124,118,191,185,206,190,302,286
"1813","Ind1813",18347,2,47,153,151,254,246,355,355,308,320,272,278,172,170,143,135,265,265,120,130,191,191,206,198,282,318
"248","Ind248",2519,4,96,151,169,278,240,355,355,308,312,272,288,164,178,133,137,275,269,120,120,191,191,206,206,318,318
"1518","Ind1518",15511,3,66,157,153,246,242,359,359,312,312,252,278,178,170,135,133,265,263,120,112,188,191,198,206,286,306
"145","Ind145",1541,2,33,157,157,242,248,359,355,312,312,296,278,166,170,135,133,263,263,120,124,191,188,198,204,284,282
"313","Ind313",3049,1,9,157,159,254,238,355,359,304,308,278,298,176,170,135,135,265,303,120,124,191,200,198,214,290,290
"1158","Ind1158",12093,6,145,153,153,252,242,355,339,312,308,298,292,178,168,135,137,263,271,130,120,191,191,206,206,282,288
"1633","Ind1633",16533,5,113,165,173,240,242,339,355,312,308,248,272,176,176,139,135,265,267,118,124,191,191,214,206,284,290
"1840","Ind1840",18638,4,79,157,153,242,242,355,355,308,312,278,252,168,168,137,135,263,267,120,120,191,191,198,206,306,290
"1132","Ind1132",11759,6,141,157,173,246,240,363,355,308,312,272,272,176,178,141,133,271,267,124,118,191,191,210,190,294,292
"849","Ind849",8906,2,36,157,171,242,242,355,355,308,308,292,278,166,178,137,133,265,267,128,120,200,191,206,198,294,290
"122","Ind122",1261,5,110,167,163,250,242,355,339,312,308,278,266,170,178,137,137,265,265,118,124,191,191,256,206,288,292
"282","Ind282",2808,6,145,157,175,242,242,359,355,312,312,278,270,170,170,135,143,267,267,116,120,188,191,198,198,288,318
"1414","Ind1414",14450,1,13,165,171,246,242,359,339,312,312,272,278,168,170,135,135,263,267,122,112,191,191,206,256,284,306
"1869","Ind1869",18846,2,30,153,171,254,240,355,355,308,312,272,272,176,170,137,135,271,273,124,112,191,188,214,206,290,290
"1307","Ind1307",13462,4,96,0,0,242,242,355,355,312,308,278,298,170,172,135,137,267,269,120,120,191,191,206,206,294,292
"633","Ind633",6752,4,81,173,167,238,240,339,355,312,312,296,288,172,170,137,143,259,267,124,124,191,191,198,208,294,318
"929","Ind929",9613,4,95,171,171,242,242,355,359,312,308,286,276,168,178,141,143,265,259,124,130,191,191,214,204,290,318
"21","Ind21",206,1,3,157,159,238,254,359,355,312,312,288,278,168,168,135,135,265,275,120,116,191,191,204,206,288,282
"1476","Ind1476",15110,3,61,167,167,242,242,355,359,312,312,266,278,170,170,139,135,263,275,118,120,200,185,206,206,282,294
"666","Ind666",7097,4,96,157,157,242,240,355,355,312,308,278,278,170,176,135,135,261,271,130,124,191,191,238,210,280,300
"517","Ind517",5361,6,139,165,157,242,238,359,355,312,308,0,0,166,170,147,135,265,269,124,118,191,188,214,214,318,282
"866","Ind866",9043,4,90,157,157,246,278,355,355,308,312,266,248,176,170,139,143,265,269,120,120,188,191,206,198,282,282
"11","Ind11",109,1,11,157,175,242,242,363,355,308,308,292,278,168,168,135,135,275,265,116,120,191,188,198,210,318,278
"430","Ind430",4402,4,94,173,153,240,246,355,355,312,308,278,272,174,168,143,135,271,259,124,120,191,191,198,190,284,294
"46","Ind46",349,5,125,173,163,242,246,355,355,312,312,278,298,172,164,147,141,269,263,116,124,191,191,210,238,318,292
"1221","Ind1221",12589,4,85,153,157,242,240,355,355,312,312,278,298,176,176,135,137,273,263,112,116,191,191,200,206,292,290
"1827","Ind1827",18527,5,102,159,159,242,242,355,355,308,312,248,278,174,170,135,137,269,267,120,120,188,191,206,204,284,298
"1720","Ind1720",17344,6,138,161,155,242,254,355,355,308,312,278,292,178,168,135,147,265,269,120,126,191,191,206,196,294,294
"1343","Ind1343",13810,5,122,159,157,242,242,339,339,308,312,272,296,176,170,139,135,265,267,120,120,188,188,190,206,318,290
"1142","Ind1142",11866,4,79,179,173,240,240,359,355,312,312,288,258,168,172,137,141,263,267,118,116,191,191,198,206,286,294
"1124","Ind1124",11685,3,64,161,173,246,242,355,339,312,312,298,278,176,170,135,135,263,269,116,124,191,191,198,198,300,290
"1129","Ind1129",11747,3,58,175,157,242,246,363,355,312,312,248,252,164,176,135,141,271,259,116,120,191,188,206,206,300,284
"755","Ind755",7903,4,80,171,0,242,242,339,355,308,308,272,272,176,178,139,133,265,271,124,128,188,188,206,206,282,294
"648","Ind648",6919,6,134,167,165,240,252,355,355,308,312,266,248,164,176,135,147,263,269,130,118,188,191,214,214,290,290
"880","Ind880",9144,5,121,175,157,242,254,355,355,312,308,272,278,168,164,135,137,267,259,118,126,200,191,206,206,288,290
"618","Ind618",6569,6,127,161,165,240,242,355,355,312,312,288,266,170,168,135,135,265,275,120,120,191,191,206,198,306,282
"1140","Ind1140",11856,3,72,173,179,242,252,355,355,308,308,296,272,164,168,135,135,261,273,124,124,191,191,198,200,290,288
"261","Ind261",2590,2,46,153,159,242,242,355,355,312,312,258,248,176,170,135,137,257,265,126,120,191,188,206,206,284,284
"1625","Ind1625",16477,4,81,161,157,246,240,355,355,312,308,278,272,172,170,137,137,271,267,120,120,191,191,206,206,292,288
"802","Ind802",8407,5,111,157,173,242,248,355,363,312,312,0,0,174,170,141,135,263,267,124,120,188,191,198,206,294,294
"1078","Ind1078",11173,6,130,165,169,242,240,355,359,312,312,272,272,182,168,133,135,271,263,120,120,200,191,196,198,308,282
"607","Ind607",6476,2,30,169,173,242,264,355,359,312,308,278,290,164,168,139,107,303,263,118,124,0,0,198,196,298,300
"1806","Ind1806",18270,5,107,169,157,238,240,359,355,312,308,278,288,174,170,135,141,265,259,118,120,191,191,214,206,286,282
"165","Ind165",1660,6,141,161,143,242,238,355,355,312,308,276,286,176,168,135,135,265,267,124,118,191,191,198,206,318,290
"1306","Ind1306",13462,4,81,157,157,242,242,359,355,308,308,278,298,170,172,135,137,267,269,118,120,191,191,206,206,294,292
"1279","Ind1279",13262,3,61,157,157,242,264,355,355,312,312,272,266,170,170,137,141,265,259,112,124,191,191,210,216,282,306
"1946","Ind1946",19539,1,11,175,153,250,242,359,355,312,312,278,278,166,170,133,133,263,265,116,116,191,191,206,206,284,308
"1037","Ind1037",10762,6,140,153,175,242,246,355,355,308,308,0,0,172,170,137,135,263,269,120,122,191,191,206,190,308,292
"422","Ind422",4339,5,117,171,169,240,254,355,355,308,312,272,298,168,170,137,137,271,257,118,126,191,188,198,206,306,284
"1452","Ind1452",14797,6,142,157,163,242,240,359,359,312,312,306,248,178,174,135,135,269,267,120,120,191,185,206,210,282,292
"588","Ind588",6177,3,71,157,171,278,242,355,355,312,312,288,298,168,172,137,135,269,271,120,120,191,188,206,190,306,302
"1241","Ind1241",12799,3,75,165,163,242,242,355,355,312,308,0,0,182,170,143,143,263,275,120,120,191,191,206,206,286,284
"1588","Ind1588",16161,1,4,165,163,254,242,355,355,312,312,278,274,172,176,137,143,275,265,118,126,188,191,206,206,292,282
"984","Ind984",10177,2,50,157,173,242,242,359,355,308,308,272,266,170,176,135,135,267,265,120,120,200,191,206,206,292,282
"930","Ind930",9615,2,49,159,161,240,246,359,339,312,312,286,276,178,168,137,135,261,259,124,120,185,191,210,206,292,298
"1314","Ind1314",13578,2,26,173,175,254,240,355,355,308,308,272,252,170,178,139,135,269,265,120,112,191,191,206,206,292,290
"1214","Ind1214",12541,1,17,171,169,244,248,359,355,308,312,278,292,170,170,135,143,263,267,130,112,191,191,210,206,284,288
"386","Ind386",3784,5,123,157,155,242,240,339,355,312,308,286,252,168,176,135,141,267,267,120,122,191,191,204,198,288,292
"1178","Ind1178",12208,4,77,157,177,238,242,359,355,312,312,294,248,172,168,137,143,267,267,124,122,191,191,206,208,286,280
"1371","Ind1371",14056,2,28,161,173,240,242,355,355,312,308,278,288,170,164,133,139,271,263,124,118,191,188,198,200,282,284
"1225","Ind1225",12666,3,51,157,173,240,250,355,359,312,308,252,278,170,170,135,137,275,269,124,120,200,200,206,206,282,290
"459","Ind459",4765,3,70,169,161,246,240,339,359,312,308,298,286,172,168,135,135,263,267,120,124,188,191,206,198,294,308
"1875","Ind1875",18882,1,7,171,153,242,242,355,363,308,312,248,272,170,170,141,135,265,267,124,120,191,191,206,214,282,282
