"","ClusterIndex","Probability","OffspringID","FatherID","MotherID"
"53","28",1,"ED26_19B_04","*28","#28"
"54","29",1,"ED22_02_01","*29","#29"
"55","30",1,"ED22_04_01","*30","#30"
"56","31",1,"ED22_05_02","*31","#31"
"57","31",1,"ED25_05_04","*31","#31"
"58","32",1,"ED22_12_01","*32","#32"
"59","33",1,"ED22_13_01","*33","#33"
"60","34",1,"ED22_13_02","*34","#34"
"61","35",1,"ED22_17_01","*35","#35"
"62","35",1,"ED25_13_23","*35","#35"
"63","36",1,"ED22_25A_02","*36","#36"
"64","37",1,"ED22_28A_01","*37","#37"
"65","38",1,"ED22_32_01","*38","#38"
"66","38",1,"ED23_19B_04","*38","#38"
"67","39",1,"ED22_35_02","*39","#39"
"68","40",1,"ED23_01A_01","*40","#40"
"69","41",1,"ED23_01A_02","*41","#41"
"70","41",1,"ED27_03A_01","*41","#41"
"71","42",1,"ED23_06_01","*42","#42"
"72","43",1,"ED23_19B_01","*43","#43"
"73","43",1,"ED24_19A_01","*43","#43"
"74","43",1,"ED26_19B_01","*43","#43"
"75","43",1,"ED26_28A_01","*43","#43"
"76","43",1,"ED27_19B_01","*43","#43"
"77","43",1,"ED27_19B_02","*43","#43"
"78","43",1,"ED27_19B_05","*43","#43"
"79","44",1,"ED23_19B_02","*44","#44"
"80","45",1,"ED23_19B_03","*45","#45"
"81","46",1,"ED23_31_01","*46","#46"
"82","47",1,"ED23_32_01","*47","#47"
"83","47",1,"ED26_01A_06","*47","#47"
"84","48",1,"ED24_01A_01","*48","#48"
"85","48",1,"ED25_01A_14","*48","#48"
"86","48",1,"ED27_14_01","*48","#48"
"87","49",1,"ED24_01A_02","*49","#49"
"88","49",1,"ED27_06_03","*49","#49"
"89","50",1,"ED24_01A_03","*50","#50"
"90","51",1,"ED24_01A_04","*51","#51"
"91","52",1,"ED24_01A_05","*52","#52"
"92","52",1,"ED25_01A_12","*52","#52"
"93","52",1,"ED27_01A_03","*52","#52"
"94","53",1,"ED24_01A_07","*53","#53"
"95","54",1,"ED24_01A_08","*54","#54"
"96","55",1,"ED24_01A_09","*55","#55"
"97","55",1,"ED27_17_01","*55","#55"
"98","56",1,"ED24_01A_10","*56","#56"
"99","57",1,"ED24_01A_11","*57","#57"
"100","57",1,"ED25_01A_02","*57","#57"
"101","57",1,"ED25_01A_07","*57","#57"
"102","58",1,"ED24_01A_12","*58","#58"
"103","58",1,"ED25_01A_15","*58","#58"
"104","1464",0.9288,"ED24_01A_13","*59","#59"
"105","1465",0.9288,"ED27_01A_05","*59","#59"
"106","60",1,"ED24_01A_14","*60","#60"
"107","60",1,"ED25_01A_06","*60","#60"
"108","60",1,"ED25_01A_09","*60","#60"
"109","60",1,"ED26_01A_11","*60","#60"
"110","60",1,"ED26_04_03","*60","#60"
"111","60",1,"ED27_01A_04","*60","#60"
"112","61",1,"ED24_04_02","*61","#61"
"113","62",1,"ED24_06_01","*62","#62"
"114","63",1,"ED24_11_01","*63","#63"
"115","63",1,"ED27_13_03","*63","#63"
"116","64",0.9982,"ED24_11_02","*64","#64"
"117","65",1,"ED24_12_01","*65","#65"
"118","65",1,"ED25_35_03","*65","#65"
"119","66",1,"ED24_13_01","*66","#66"
"120","66",1,"ED24_13_06","*66","#66"
"121","66",1,"ED26_29_02","*66","#66"
"122","67",1,"ED24_13_02","*67","#67"
"123","67",1,"ED25_05_03","*67","#67"
"124","68",1,"ED24_13_03","*68","#68"
"125","68",1,"ED24_13_05","*68","#68"
"126","68",1,"ED26_17_05","*68","#68"
"127","69",1,"ED24_13_04","*69","#69"
"128","70",0.9852,"ED24_13_07","*70","#70"
"129","71",1,"ED24_13_08","*71","#71"
"130","71",1,"ED27_01A_02","*71","#71"
"131","72",1,"ED24_13_09","*72","#72"
"132","73",0.9985,"ED24_13_10","*73","#73"
"133","73",0.9985,"ED27_23A_02","*73","#73"
"134","74",1,"ED24_14_01","*74","#74"
"135","75",1,"ED24_15A_01","*75","#75"
"136","75",1,"ED26_05_01","*75","#75"
"137","76",1,"ED24_16A_01","*76","#76"
"138","77",1,"ED24_17_01","*77","#77"
"139","77",1,"ED26_32_04","*77","#77"
"140","78",1,"ED24_17_02","*78","#78"
"141","79",0.9913,"ED24_17_03","*79","#79"
"142","79",0.9913,"ED25_02_02","*79","#79"
"143","80",1,"ED24_23A_01","*80","#80"
"144","80",1,"ED25_32_06","*80","#80"
"145","80",1,"ED27_29_01","*80","#80"
"146","81",1,"ED24_25A_01","*81","#81"
"147","82",1,"ED24_28_01","*82","#82"
"148","82",1,"ED26_10_01","*82","#82"
"149","83",1,"ED24_29_01","*83","#83"
"150","84",0.9993,"ED24_29_02","*84","#84"
"151","84",0.9993,"ED24_31_07","*84","#84"
"152","1466",0.846,"ED24_29_03","*85","#85"
"153","1467",0.846,"ED26_25A_03","*85","#85"
"154","86",1,"ED24_31_02","*86","#86"
"155","86",1,"ED24_31_06","*86","#86"
"156","86",1,"ED24_31_10","*86","#86"
"157","86",1,"ED25_31_03","*86","#86"
"158","86",1,"ED25_31_05","*86","#86"
"159","86",1,"ED26_31_01","*86","#86"
"160","86",1,"ED26_31_02","*86","#86"
"161","86",1,"ED26_31_07","*86","#86"
"162","86",1,"ED26_31_09","*86","#86"
"163","86",1,"ED27_31_01","*86","#86"
"164","86",1,"ED27_31_02","*86","#86"
"165","87",1,"ED24_31_03","*87","#87"
"166","88",1,"ED24_31_04","*88","#88"
"167","89",1,"ED24_31_05","*89","#89"
"168","90",1,"ED24_31_08","*90","#90"
"169","91",0.9906,"ED24_31_09","*91","#91"
"170","91",0.9906,"ED27_13_02","*91","#91"
"171","92",1,"ED24_31_11","*92","#92"
"172","93",1,"ED24_31_12","*93","#93"
"173","94",1,"ED24_32_01","*94","#94"
"174","95",1,"ED24_32_02","*95","#95"
"175","95",1,"ED25_32_07","*95","#95"
"176","95",1,"ED26_32_03","*95","#95"
"177","95",1,"ED26_32_07","*95","#95"
"178","95",1,"ED27_32_04","*95","#95"
"179","95",1,"ED27_32_05","*95","#95"
"180","96",1,"ED24_33_01","*96","#96"
"181","96",1,"ED26_10_02","*96","#96"
"182","97",1,"ED24_34_01","*97","#97"
"183","98",1,"ED25_01A_03","*98","#98"
"184","99",1,"ED25_01A_04","*99","#99"
"185","100",1,"ED25_01A_05","*100","#100"
"186","101",1,"ED25_01A_08","*101","#101"
"187","101",1,"ED25_19B_02","*101","#101"
"188","1468",0.9309,"ED25_01A_10","*102","#102"
"189","1469",0.9309,"ED26_02_07","*102","#102"
"190","1470",0.9309,"ED27_05_01","*102","#102"
"191","103",1,"ED25_01A_11","*103","#103"
"192","104",1,"ED25_01A_13","*104","#104"
"193","104",1,"ED25_02_01","*104","#104"
"194","104",1,"ED27_23A_01","*104","#104"
"195","105",1,"ED25_01A_16","*105","#105"
"196","106",1,"ED25_01A_18","*106","#106"
"197","107",1,"ED25_01A_19","*107","#107"
"198","108",1,"ED25_01A_20","*108","#108"
"199","109",1,"ED25_02_03","*109","#109"
"200","110",1,"ED25_02_04","*110","#110"
"201","111",1,"ED25_02_05","*111","#111"
"202","111",1,"ED26_09_01","*111","#111"
"203","112",1,"ED25_02_06","*112","#112"
"204","113",1,"ED25_02_07","*113","#113"
"205","113",1,"ED27_40_10","*113","#113"
"206","114",1,"ED25_04_01","*114","#114"
"207","115",0.9784,"ED25_05_01","*115","#115"
"208","116",1,"ED25_05_06","*116","#116"
"209","116",1,"ED25_31_08","*116","#116"
"210","116",1,"ED26_12_03","*116","#116"
"211","116",1,"ED26_12_04","*116","#116"
"212","1471",0.7481,"ED25_05_07","*117","#117"
"213","118",1,"ED25_06_01","*118","#118"
"214","118",1,"ED25_35_01","*118","#118"
"215","119",1,"ED25_06_02","*119","#119"
"216","120",1,"ED25_06_03","*120","#120"
"217","121",1,"ED25_07_01","*121","#121"
"218","121",1,"ED27_13_04","*121","#121"
"219","122",1,"ED25_09_01","*122","#122"
"220","123",1,"ED25_10_01","*123","#123"
"221","124",1,"ED25_10_02","*124","#124"
"222","124",1,"ED25_32_08","*124","#124"
"223","125",1,"ED25_12_01","*125","#125"
"224","126",1,"ED25_13_01","*126","#126"
"225","127",1,"ED25_13_02","*127","#127"
"226","128",1,"ED25_13_03","*128","#128"
"227","129",0.9861,"ED25_13_05","*129","#129"
"228","129",0.9861,"ED25_16A_02","*129","#129"
"229","130",1,"ED25_13_06","*130","#130"
"230","130",1,"ED25_33_02","*130","#130"
"231","131",0.9982,"ED25_13_07","*131","#131"
"232","131",0.9982,"ED27_04_07","*131","#131"
"233","132",1,"ED25_13_08","*132","#132"
"234","132",1,"ED26_16A_03","*132","#132"
"235","1472",0.6885,"ED25_13_09","*133","#133"
"236","1473",0.6885,"ED27_19B_12","*133","#133"
"237","134",1,"ED25_13_10","*134","#134"
"238","135",1,"ED25_13_11","*135","#135"
"239","136",1,"ED25_13_13","*136","#136"
"240","137",1,"ED25_13_14","*137","#137"
"241","138",1,"ED25_13_15","*138","#138"
"242","139",1,"ED25_13_17","*139","#139"
"243","140",1,"ED25_13_18","*140","#140"
"244","1474",0.9014,"ED25_13_19","*141","#141"
"245","1475",0.9014,"ED26_01A_08","*141","#141"
"246","1476",0.6477,"ED25_13_20","*142","#142"
"247","143",1,"ED25_13_21","*143","#143"
"248","144",0.9984,"ED25_13_22","*144","#144"
"249","144",0.9984,"ED26_02_20","*144","#144"
"250","145",1,"ED25_16A_01","*145","#145"
"251","145",1,"ED26_29_05","*145","#145"
"252","1477",0.6132,"ED25_16A_03","*146","#146"
"253","147",1,"ED25_16A_04","*147","#147"
"254","148",1,"ED25_17_01","*148","#148"
"255","149",0.9729,"ED25_17_02","*149","#149"
"256","149",0.9729,"ED27_04_08","*149","#149"
"257","150",1,"ED25_17_03","*150","#150"
"258","151",1,"ED25_19B_01","*151","#151"
"259","152",1,"ED25_27_01","*152","#152"
"260","153",1,"ED25_27B_01","*153","#153"
"261","153",1,"ED25_27B_02","*153","#153"
"262","154",1,"ED25_27B_03","*154","#154"
"263","155",1,"ED25_27B_04","*155","#155"
"264","156",1,"ED25_28A_01","*156","#156"
"265","156",1,"ED26_02_26","*156","#156"
"266","157",1,"ED25_28A_02","*157","#157"
"267","157",1,"ED26_32_13","*157","#157"
"268","158",1,"ED25_28A_03","*158","#158"
"269","159",0.9775,"ED25_31_01","*159","#159"
"270","159",0.9775,"ED26_11_06","*159","#159"
"271","160",1,"ED25_31_02","*160","#160"
"272","160",1,"ED26_17_04","*160","#160"
"273","161",1,"ED25_31_04","*161","#161"
"274","162",1,"ED25_31_06","*162","#162"
"275","163",1,"ED25_31_07","*163","#163"
"276","164",0.9784,"ED25_32_02","*164","#164"
"277","164",0.9784,"ED26_02_14","*164","#164"
"278","165",1,"ED25_32_03","*165","#165"
"279","166",1,"ED25_32_04","*166","#166"
"280","166",1,"ED26_25A_02","*166","#166"
"281","167",1,"ED25_32_09","*167","#167"
"282","167",1,"ED26_32_08","*167","#167"
"283","168",1,"ED25_33_01","*168","#168"
"284","169",1,"ED25_35_02","*169","#169"
"285","169",1,"ED25_35_04","*169","#169"
"286","170",1,"ED26_01A_02","*170","#170"
"287","171",1,"ED26_01A_03","*171","#171"
"288","172",1,"ED26_01A_04","*172","#172"
"289","173",1,"ED26_01A_07","*173","#173"
"290","174",1,"ED26_01A_09","*174","#174"
"291","175",1,"ED26_01A_10","*175","#175"
"292","175",1,"ED26_01A_12","*175","#175"
"293","176",1,"ED26_01A_13","*176","#176"
"294","177",1,"ED26_01A_15","*177","#177"
"295","178",1,"ED26_02_01","*178","#178"
"296","179",1,"ED26_02_02","*179","#179"
"297","179",1,"ED26_25A_01","*179","#179"
"298","180",1,"ED26_02_03","*180","#180"
"299","181",1,"ED26_02_04","*181","#181"
"300","182",1,"ED26_02_05","*182","#182"
"301","183",1,"ED26_02_06","*183","#183"
"302","184",1,"ED26_02_08","*184","#184"
"303","184",1,"ED26_15A_01","*184","#184"
"304","1478",0.7436,"ED26_02_09","*185","#185"
"305","1479",0.7436,"ED26_12_05","*185","#185"
"306","186",1,"ED26_02_10","*186","#186"
"307","187",1,"ED26_02_11","*187","#187"
"308","188",1,"ED26_02_12","*188","#188"
"309","188",1,"ED27_40_02","*188","#188"
"310","189",1,"ED26_02_13","*189","#189"
"311","190",1,"ED26_02_15","*190","#190"
"312","191",1,"ED26_02_16","*191","#191"
"313","192",1,"ED26_02_17","*192","#192"
"314","193",1,"ED26_02_19","*193","#193"
"315","194",1,"ED26_02_21","*194","#194"
"316","195",1,"ED26_02_22","*195","#195"
"317","196",1,"ED26_02_23","*196","#196"
"318","197",1,"ED26_02_24","*197","#197"
"319","198",1,"ED26_02_25","*198","#198"
"320","198",1,"ED27_06_04","*198","#198"
"321","199",1,"ED26_02_27","*199","#199"
"322","200",1,"ED26_02_28","*200","#200"
"323","201",1,"ED26_04_01","*201","#201"
"324","202",1,"ED26_04_02","*202","#202"
"325","202",1,"ED26_13_05","*202","#202"
"326","202",1,"ED27_33_01","*202","#202"
"327","203",1,"ED26_04_04","*203","#203"
"328","204",1,"ED26_04_05","*204","#204"
"329","1480",0.6477,"ED26_06_01","*205","#205"
"330","206",1,"ED26_06_02","*206","#206"
"331","207",1,"ED26_07_01","*207","#207"
"332","208",1,"ED26_08_01","*208","#208"
"333","209",1,"ED26_09_02","*209","#209"
"334","210",0.983,"ED26_09_03","*210","#210"
"335","211",1,"ED26_09_04","*211","#211"
"336","212",1,"ED26_09_05","*212","#212"
"337","213",1,"ED26_09_06","*213","#213"
"338","214",1,"ED26_11_01","*214","#214"
"339","215",1,"ED26_11_02","*215","#215"
"340","216",1,"ED26_11_03","*216","#216"
"341","217",1,"ED26_11_05","*217","#217"
"342","218",1,"ED26_12_01","*218","#218"
"343","1481",0.4752,"ED26_12_02","*219","#219"
"344","1482",0.4752,"ED27_31_04","*219","#219"
"345","220",1,"ED26_13_01","*220","#220"
"346","221",1,"ED26_13_02","*221","#221"
"347","222",1,"ED26_13_03","*222","#222"
"348","223",1,"ED26_13_04","*223","#223"
"349","224",1,"ED26_13_06","*224","#224"
"350","225",1,"ED26_13_07","*225","#225"
"351","226",1,"ED26_13_08","*226","#226"
"352","227",0.9993,"ED26_13_09","*227","#227"
"353","228",1,"ED26_14_01","*228","#228"
"354","229",1,"ED26_16A_01","*229","#229"
"355","230",1,"ED26_16A_02","*230","#230"
"356","231",1,"ED26_17_01","*231","#231"
"357","1483",0.5114,"ED26_17_02","*232","#232"
"358","1484",0.5114,"ED26_31_06","*232","#232"
"359","233",1,"ED26_17_03","*233","#233"
"360","234",1,"ED26_19B_02","*234","#234"
"361","235",1,"ED26_19B_03","*235","#235"
"362","236",1,"ED26_23A_01","*236","#236"
"363","237",1,"ED26_23A_02","*237","#237"
"364","238",1,"ED26_23A_03","*238","#238"
"365","239",1,"ED26_27B_01","*239","#239"
"366","240",1,"ED26_29_01","*240","#240"
"367","241",1,"ED26_29_03","*241","#241"
"368","242",1,"ED26_29_04","*242","#242"
"369","243",1,"ED26_29_06","*243","#243"
"370","244",1,"ED26_29_07","*244","#244"
"371","244",1,"ED27_10_01","*244","#244"
"372","245",1,"ED26_31_03","*245","#245"
"373","246",1,"ED26_31_04","*246","#246"
"374","247",1,"ED26_31_05","*247","#247"
"375","248",1,"ED26_31_08","*248","#248"
"376","249",1,"ED26_32_01","*249","#249"
"377","249",1,"ED27_07_03","*249","#249"
"378","250",1,"ED26_32_02","*250","#250"
"379","251",1,"ED26_32_05","*251","#251"
"380","252",1,"ED26_32_06","*252","#252"
"381","253",1,"ED26_32_09","*253","#253"
"382","254",1,"ED26_32_10","*254","#254"
"383","255",0.9985,"ED26_32_11","*255","#255"
"384","255",0.9985,"ED27_04_06","*255","#255"
"385","256",1,"ED26_34_01","*256","#256"
"386","257",1,"ED26_34_02","*257","#257"
"387","258",1,"ED26_40_01","*258","#258"
"388","259",1,"ED27_01A_01","*259","#259"
"389","260",1,"ED27_01A_06","*260","#260"
"390","261",1,"ED27_01A_12","*261","#261"
"391","261",1,"ED27_40_05","*261","#261"
"392","262",1,"ED27_01A_13","*262","#262"
"393","263",1,"ED27_01A_14","*263","#263"
"394","264",1,"ED27_01A_15","*264","#264"
"395","265",1,"ED27_01A_16","*265","#265"
"396","266",1,"ED27_04_01","*266","#266"
"397","266",1,"ED27_32_06","*266","#266"
"398","267",1,"ED27_04_02","*267","#267"
"399","268",1,"ED27_04_04","*268","#268"
"400","269",1,"ED27_06_01","*269","#269"
"401","270",1,"ED27_06_02","*270","#270"
"402","271",1,"ED27_06_05","*271","#271"
"403","272",0.9993,"ED27_07_01","*272","#272"
"404","273",1,"ED27_07_02","*273","#273"
"405","274",1,"ED27_08_01","*274","#274"
"406","275",1,"ED27_08_02","*275","#275"
"407","276",0.9775,"ED27_08_03","*276","#276"
"408","277",1,"ED27_08_04","*277","#277"
"409","277",1,"ED27_08_05","*277","#277"
"410","278",1,"ED27_09_01","*278","#278"
"411","279",0.9775,"ED27_09_02","*279","#279"
"412","280",1,"ED27_10_02","*280","#280"
"413","281",1,"ED27_11_01","*281","#281"
"414","282",1,"ED27_12_01","*282","#282"
"415","283",1,"ED27_12_02","*283","#283"
"416","284",1,"ED27_13_01","*284","#284"
"417","285",1,"ED27_13_05","*285","#285"
"418","286",1,"ED27_15A_01","*286","#286"
"419","1485",0.7481,"ED27_17_02","*287","#287"
"420","288",1,"ED27_17_03","*288","#288"
"421","289",1,"ED27_17_04","*289","#289"
"422","290",0.9913,"ED27_17_05","*290","#290"
"423","291",1,"ED27_19B_03","*291","#291"
"424","292",1,"ED27_19B_04","*292","#292"
"425","293",1,"ED27_19B_07","*293","#293"
"426","294",1,"ED27_19B_08","*294","#294"
"427","295",1,"ED27_19B_09","*295","#295"
"428","296",1,"ED27_19B_10","*296","#296"
"429","297",1,"ED27_19B_11","*297","#297"
"430","298",1,"ED27_19B_13","*298","#298"
"431","299",1,"ED27_23A_03","*299","#299"
"432","300",1,"ED27_25A_01","*300","#300"
"433","301",1,"ED27_27B_01","*301","#301"
"434","302",1,"ED27_28A_01","*302","#302"
"435","302",1,"ED27_40_04","*302","#302"
"436","303",1,"ED27_31_03","*303","#303"
"437","304",1,"ED27_32_01","*304","#304"
"438","305",1,"ED27_32_02","*305","#305"
"439","306",1,"ED27_32_03","*306","#306"
"440","307",1,"ED27_32_08","*307","#307"
"441","308",1,"ED27_34_01","*308","#308"
"442","309",1,"ED27_34_02","*309","#309"
"443","310",1,"ED27_34_03","*310","#310"
"444","311",1,"ED27_40_01","*311","#311"
"445","312",1,"ED27_40_03","*312","#312"
"446","313",1,"ED27_40_06","*313","#313"
"447","314",1,"ED27_40_07","*314","#314"
"448","315",0.9751,"ED27_40_08","*315","#315"
"449","316",1,"ED27_40_09","*316","#316"
"450","317",1,"HR18_11_01","*317","#317"
"451","318",1,"HR19_04_13","*318","#318"
"452","319",1,"HR19_09_01","*319","#319"
"453","319",1,"HR25_04_09","*319","#319"
"454","319",1,"HR26_04_15","*319","#319"
"455","319",1,"HR27_04_03","*319","#319"
"456","320",1,"HR19_23_08","*320","#320"
"457","320",1,"HR25_04_04","*320","#320"
"458","321",1,"HR19_31_01","*321","#321"
"459","322",1,"HR19_34_09","*322","#322"
"460","322",1,"HR25_33_01","*322","#322"
"461","322",1,"HR26_18_03","*322","#322"
"462","322",1,"HR26_18_05","*322","#322"
"463","323",1,"HR19_34_10","*323","#323"
"464","324",1,"HR20_26_02","*324","#324"
"465","324",1,"HR24_18_08","*324","#324"
"466","324",1,"HR26_13_01","*324","#324"
"467","325",1,"HR21_16_07","*325","#325"
"468","326",1,"HR21_18_01","*326","#326"
"469","326",1,"HR26_18_09","*326","#326"
"470","326",1,"HR27_18_06","*326","#326"
"471","326",1,"HR27_19A_05","*326","#326"
"472","326",1,"HR27_36_14","*326","#326"
"473","327",1,"HR21_21_01","*327","#327"
"474","1486",0.8908,"HR21_23_01","*328","#328"
"475","1487",0.8908,"HR27_20A_04","*328","#328"
"476","329",1,"HR22_01_01","*329","#329"
"477","329",1,"HR26_23_10","*329","#329"
"478","330",1,"HR22_04_01","*330","#330"
"479","330",1,"HR23_26_02","*330","#330"
"480","331",1,"HR22_12C_01","*331","#331"
"481","332",0.9965,"HR22_21_01","*332","#332"
"482","333",1,"HR22_23_01","*333","#333"
"483","333",1,"HR25_23_12","*333","#333"
"484","334",1,"HR22_23_02","*334","#334"
"485","335",0.9969,"HR22_26_01","*335","#335"
"486","335",0.9969,"HR27_18_07","*335","#335"
"487","336",1,"HR22_28_01","*336","#336"
"488","337",1,"HR22_34_01","*337","#337"
"489","338",1,"HR22_36_01","*338","#338"
"490","339",1,"HR23_07A_02","*339","#339"
"491","340",1,"HR23_07A_03","*340","#340"
"492","340",1,"HR27_04_07","*340","#340"
"493","341",1,"HR23_10_01","*341","#341"
"494","342",1,"HR23_16_04","*342","#342"
"495","343",1,"HR23_16_05","*343","#343"
"496","343",1,"HR24_16_02","*343","#343"
"497","1488",0.5956,"HR23_16_06","*344","#344"
"498","1489",0.5956,"HR25_23_05","*344","#344"
"499","345",1,"HR23_16_07","*345","#345"
"500","345",1,"HR23_19A_01","*345","#345"
"501","346",1,"HR23_16_08","*346","#346"
"502","346",1,"HR27_14_03","*346","#346"
"503","346",1,"HR27_21_03","*346","#346"
"504","1490",0.2953,"HR23_16_09","*347","#347"
"505","1491",0.2953,"HR23_24_01","*347","#347"
"506","348",1,"HR23_16_10","*348","#348"
"507","349",1,"HR23_16_11","*349","#349"
"508","349",1,"HR23_28_03","*349","#349"
"509","349",1,"HR24_19A_02","*349","#349"
"510","349",1,"HR24_19A_03","*349","#349"
"511","349",1,"HR27_12_01","*349","#349"
"512","1492",0.8168,"HR23_18_02","*350","#350"
"513","1493",0.8168,"HR26_07_02","*350","#350"
"514","351",1,"HR23_18_03","*351","#351"
"515","1494",0.6873,"HR23_18_04","*352","#352"
"516","353",1,"HR23_22_01","*353","#353"
"517","354",1,"HR23_23_01","*354","#354"
"518","354",1,"HR27_23_15","*354","#354"
"519","355",1,"HR23_23_02","*355","#355"
"520","355",1,"HR25_24_01","*355","#355"
"521","355",1,"HR27_22_02","*355","#355"
"522","356",1,"HR23_23_03","*356","#356"
"523","356",1,"HR25_22_02","*356","#356"
"524","357",1,"HR23_23_04","*357","#357"
"525","358",1,"HR23_23_05","*358","#358"
"526","1495",0.8936,"HR23_23_06","*359","#359"
"527","360",1,"HR23_23_07","*360","#360"
"528","360",1,"HR24_21A_03","*360","#360"
"529","361",1,"HR23_23_08","*361","#361"
"530","1496",0.7881,"HR23_23_09","*362","#362"
"531","363",1,"HR23_23_10","*363","#363"
"532","363",1,"HR27_19A_10","*363","#363"
"533","364",1,"HR23_23_11","*364","#364"
"534","365",1,"HR23_23_12","*365","#365"
"535","365",1,"HR27_36_12","*365","#365"
"536","366",1,"HR23_23_13","*366","#366"
"537","367",1,"HR23_23_14","*367","#367"
"538","368",0.9992,"HR23_26_01","*368","#368"
"539","369",1,"HR23_28_01","*369","#369"
"540","369",1,"HR24_28_01","*369","#369"
"541","369",1,"HR27_36_13","*369","#369"
"542","370",1,"HR23_28_02","*370","#370"
"543","370",1,"HR26_28_02","*370","#370"
"544","370",1,"HR27_28_03","*370","#370"
"545","1497",0.946,"HR23_28_04","*371","#371"
"546","372",1,"HR23_31_01","*372","#372"
"547","373",1,"HR23_33_01","*373","#373"
"548","374",1,"HR23_33_02","*374","#374"
"549","375",1,"HR23_34_01","*375","#375"
"550","376",1,"HR23_36_02","*376","#376"
"551","377",1,"HR23_36_03","*377","#377"
"552","378",1,"HR24_01_01","*378","#378"
"553","379",1,"HR24_04_01","*379","#379"
"554","380",1,"HR24_04_02","*380","#380"
"555","380",1,"HR25_24_02","*380","#380"
"556","381",1,"HR24_06A_01","*381","#381"
"557","381",1,"HR25_36_03","*381","#381"
"558","381",1,"HR27_19A_04","*381","#381"
"559","381",1,"HR27_19A_07","*381","#381"
"560","382",1,"HR24_07A_01","*382","#382"
"561","382",1,"HR25_05A_01","*382","#382"
"562","382",1,"HR26_12_05","*382","#382"
"563","383",1,"HR24_07A_02","*383","#383"
"564","383",1,"HR25_04_07","*383","#383"
"565","384",1,"HR24_07A_03","*384","#384"
"566","384",1,"HR26_07_03","*384","#384"
"567","385",1,"HR24_07A_04","*385","#385"
"568","385",1,"HR24_12_02","*385","#385"
"569","1498",0.9217,"HR24_07A_05","*386","#386"
"570","1499",0.9217,"HR24_07A_06","*386","#386"
"571","1500",0.9217,"HR24_33_03","*386","#386"
"572","1501",0.442,"HR24_09_01","*387","#387"
"573","1502",0.442,"HR24_36_02","*387","#387"
"574","388",1,"HR24_13_01","*388","#388"
"575","389",1,"HR24_16_03","*389","#389"
"576","390",1,"HR24_16_04","*390","#390"
"577","390",1,"HR24_18_07","*390","#390"
"578","391",1,"HR24_16_05","*391","#391"
"579","391",1,"HR27_23_02","*391","#391"
"580","392",1,"HR24_18_01","*392","#392"
"581","392",1,"HR27_33_01","*392","#392"
"582","393",1,"HR24_18_02","*393","#393"
"583","393",1,"HR26_18_01","*393","#393"
"584","393",1,"HR27_18_05","*393","#393"
"585","393",1,"HR27_18_18","*393","#393"
"586","394",1,"HR24_18_03","*394","#394"
"587","394",1,"HR24_22_03","*394","#394"
