"","ClusterIndex","Probability","OffspringID","FatherID","MotherID"
"151","108",1,"NR17_43_01","*108","#108"
"152","109",1,"NR17_22_01","*109","#109"
"153","110",1,"NR17_09_01","*110","#110"
"154","111",1,"PM24_70_04","*111","#111"
"155","111",1,"PM21_70_04","*111","#111"
"156","112",1,"PM24_70_12","*112","#112"
"157","113",1,"PM23_65_05","*113","#113"
"158","114",1,"PM24_67_01","*114","#114"
"159","115",1,"PM25_70_06","*115","#115"
"160","116",0.9991,"PM24_53_01","*116","#116"
"161","117",1,"PM25_70_05","*117","#117"
"162","118",1,"PM24_70_01","*118","#118"
"163","118",1,"PM21_70_03","*118","#118"
"164","118",1,"PM20_70_01","*118","#118"
"165","119",1,"PM24_70_06","*119","#119"
"166","120",1,"PM23_71_01","*120","#120"
"167","121",1,"PM23_56_02","*121","#121"
"168","122",1,"PM23_65_06","*122","#122"
"169","123",1,"W23_05_02","*123","#123"
"170","123",1,"W24_05_02","*123","#123"
"171","124",1,"W23_02_02","*124","#124"
"172","125",1,"W24_24_02","*125","#125"
"173","125",1,"W19_24_01","*125","#125"
"174","125",1,"W19_24_02","*125","#125"
"175","126",1,"W24_18_03","*126","#126"
"176","127",1,"W24_11_01","*127","#127"
"177","128",1,"W22_24_02","*128","#128"
"178","129",1,"W25_05_03","*129","#129"
"179","129",1,"W19_36_01","*129","#129"
"180","130",1,"W23_35_02","*130","#130"
"181","130",1,"W19_22A_01","*130","#130"
"182","131",1,"W25_05_05","*131","#131"
"183","131",1,"W19_29_03","*131","#131"
"184","132",1,"W25_05_08","*132","#132"
"185","132",1,"W26_05_03","*132","#132"
"186","133",1,"W24_20_03","*133","#133"
"187","133",1,"W20_09_06","*133","#133"
"188","134",1,"W23_35_01","*134","#134"
"189","135",0.9991,"W23_02_01","*135","#135"
"190","136",0.9991,"W23_01_01","*136","#136"
"191","137",1,"W25_05_02","*137","#137"
"192","137",1,"W20_05_10","*137","#137"
"193","137",1,"W20_05_02","*137","#137"
"194","138",1,"W22_05_02","*138","#138"
"195","138",1,"W20_05_06","*138","#138"
"196","139",1,"W27_02_03","*139","#139"
"197","140",1,"W25_05_09","*140","#140"
"198","141",1,"W22_16_02","*141","#141"
"199","142",1,"W23_18_03","*142","#142"
"200","143",1,"W22_18_02","*143","#143"
"201","143",1,"W20_29_01","*143","#143"
"202","144",1,"W23_05_01","*144","#144"
"203","144",1,"W26_05_02","*144","#144"
"204","144",1,"W25_05_07","*144","#144"
"205","145",1,"W22_15_02","*145","#145"
"206","146",1,"W23_18_02","*146","#146"
"207","147",1,"W22_33_01","*147","#147"
"208","148",1,"W23_12_01","*148","#148"
"209","149",1,"W22_18_01","*149","#149"
"210","150",1,"ED22_15A_01","*150","#150"
"211","151",1,"ED23_32_02","*151","#151"
"212","152",1,"ED22_35_01","*152","#152"
"213","153",1,"ED24_04_01","*153","#153"
"214","154",1,"ED23_15A_01","*154","#154"
"215","155",1,"ED26_17_06","*155","#155"
"216","156",1,"ED26_09_07","*156","#156"
"217","157",1,"ED27_19B_06","*157","#157"
"218","158",1,"ED21_10_01","*158","#158"
"219","159",1,"ED21_11_02","*159","#159"
"220","160",1,"ED22_25A_01","*160","#160"
"221","161",1,"ED23_07_01","*161","#161"
"222","161",1,"ED19_10_14","*161","#161"
"223","162",1,"ED26_03A_01","*162","#162"
"224","163",1,"ED22_12_02","*163","#163"
"225","164",1,"ED21_15A_01","*164","#164"
"226","165",1,"ED21_27_01","*165","#165"
"227","166",1,"ED21_15A_02","*166","#166"
"228","167",1,"ED21_05_02","*167","#167"
"229","168",1,"ED21_27_03","*168","#168"
"230","169",0.9963,"ED21_13_01","*169","#169"
"231","169",0.9963,"ED18_13_01","*169","#169"
"232","170",1,"ED25_32_01","*170","#170"
"233","171",1,"ED24_05_01","*171","#171"
"234","172",1,"ED24_06_02","*172","#172"
"235","173",1,"ED25_05_02","*173","#173"
"236","174",1,"ED22_05_01","*174","#174"
"237","175",1,"PM21_55_01","*175","#175"
"238","176",1,"NR19_18_01","*176","#176"
"239","177",1,"NR19_44_09","*177","#177"
"240","178",1,"NR19_44_11","*178","#178"
"241","179",1,"NR19_25_01","*179","#179"
"242","180",1,"NR19_43_01","*180","#180"
"243","180",1,"NR22_03A_01","*180","#180"
"244","181",1,"NR18_44_02","*181","#181"
"245","182",1,"NR19_09_01","*182","#182"
"246","182",1,"NR20_24_06","*182","#182"
"247","183",1,"NR19_44_10","*183","#183"
"248","183",1,"NR20_30A_02","*183","#183"
"249","184",1,"NR19_16_01","*184","#184"
"250","184",1,"NR21_16_02","*184","#184"
"251","184",1,"NR20_16_04","*184","#184"
"252","184",1,"NR20_16_05","*184","#184"
"253","184",1,"NR20_16_03","*184","#184"
"254","185",1,"NR18_23_01","*185","#185"
"255","186",1,"NR18_43_05","*186","#186"
"256","186",1,"NR21_27_03","*186","#186"
"257","187",1,"NR18_07A_01","*187","#187"
"258","188",1,"NR17_43_02","*188","#188"
"259","189",1,"NR18_29_03","*189","#189"
"260","190",1,"NR16_43_01","*190","#190"
"261","191",1,"NR18_27_02","*191","#191"
"262","192",1,"NR18_01_04","*192","#192"
"263","193",1,"SD25_16_01","*193","#193"
"264","194",1,"SD23_40_05","*194","#194"
"265","195",1,"SD27_40_03","*195","#195"
"266","195",1,"SD24_39_01","*195","#195"
"267","196",1,"SD27_40_02","*196","#196"
"268","197",1,"SD27_40_04","*197","#197"
"269","198",1,"SD23_03_01","*198","#198"
"270","199",1,"SD25_30_01","*199","#199"
"271","200",1,"SD25_33A_01","*200","#200"
"272","201",1,"SD23_29_01","*201","#201"
"273","202",1,"SD26_40_06","*202","#202"
"274","978",0.3615,"SD25_08_01","*203","#203"
"275","979",0.3615,"SD17_40_03","*203","#203"
"276","204",1,"SD27_16_01","*204","#204"
"277","205",1,"SD23_40_04","*205","#205"
"278","205",1,"SD22_19_02","*205","#205"
"279","205",1,"SD19_39_02","*205","#205"
"280","206",1,"SD25_16_02","*206","#206"
"281","207",1,"SD25_29_01","*207","#207"
"282","208",1,"SD25_22_06","*208","#208"
"283","208",1,"SD20_40_02","*208","#208"
"284","209",1,"SD25_22_05","*209","#209"
"285","210",1,"SD23_27_01","*210","#210"
"286","211",1,"SD21_39_06","*211","#211"
"287","212",1,"PM26_49_02","*212","#212"
"288","213",1,"PM27_70_01","*213","#213"
"289","214",1,"SD23_50_01","*214","#214"
"290","215",1,"PM26_49_01","*215","#215"
"291","215",1,"PM25_49_01","*215","#215"
"292","216",1,"PM25_70_12","*216","#216"
"293","216",1,"PM25_70_04","*216","#216"
"294","217",1,"PM25_70_09","*217","#217"
"295","218",1,"PM26_70_01","*218","#218"
"296","219",1,"PM25_70_10","*219","#219"
"297","220",1,"PM27_70_02","*220","#220"
"298","220",1,"PM25_70_01","*220","#220"
"299","221",1,"PM25_67_02","*221","#221"
"300","221",1,"PM25_67_01","*221","#221"
"301","222",1,"PM24_70_09","*222","#222"
"302","223",1,"PM24_70_11","*223","#223"
"303","223",1,"PM21_49_02","*223","#223"
"304","224",1,"PM25_70_14","*224","#224"
"305","225",1,"PM25_70_16","*225","#225"
"306","225",1,"PM25_70_17","*225","#225"
"307","226",1,"PM25_48_01","*226","#226"
"308","227",1,"PM25_70_07","*227","#227"
"309","228",1,"PM24_65_05","*228","#228"
"310","229",1,"PM25_70_15","*229","#229"
"311","230",1,"PM25_70_18","*230","#230"
"312","231",1,"PM24_70_05","*231","#231"
"313","232",1,"PM24_70_10","*232","#232"
"314","233",1,"PM22_65_03","*233","#233"
"315","234",1,"PM23_55_01","*234","#234"
"316","235",1,"PM25_70_13","*235","#235"
"317","236",1,"PM24_65_01","*236","#236"
"318","237",1,"PM24_70_02","*237","#237"
"319","238",1,"PM23_62_08","*238","#238"
"320","239",0.984,"PM24_70_08","*239","#239"
"321","239",0.984,"PM21_65_02","*239","#239"
"322","240",1,"PM25_70_08","*240","#240"
"323","241",1,"PM22_53A_02","*241","#241"
"324","242",1,"PM23_70_02","*242","#242"
"325","243",1,"PM22_65_01","*243","#243"
"326","244",0.9991,"PM23_70_01","*244","#244"
"327","245",1,"PM23_67_01","*245","#245"
"328","246",1,"PM24_70_03","*246","#246"
"329","247",1,"PM24_70_07","*247","#247"
"330","248",1,"PM23_40_01","*248","#248"
"331","249",1,"PM23_43_01","*249","#249"
"332","250",1,"PM22_67_01","*250","#250"
"333","251",1,"PM25_70_11","*251","#251"
"334","252",1,"PM22_65_02","*252","#252"
"335","252",1,"PM21_65_01","*252","#252"
"336","253",1,"PM22_49_02","*253","#253"
"337","254",1,"PM22_53A_01","*254","#254"
"338","255",1,"PM22_59_01","*255","#255"
"339","256",1,"PM22_49_01","*256","#256"
"340","257",1,"W22_24_01","*257","#257"
"341","257",1,"W22_10_01","*257","#257"
"342","258",1,"PM22_47_01","*258","#258"
"343","259",1,"PM22_67_04","*259","#259"
"344","260",1,"W26_35_03","*260","#260"
"345","261",1,"ED23_15A_02","*261","#261"
"346","262",1,"ED22_27B_01","*262","#262"
"347","263",1,"ED23_34_01","*263","#263"
"348","264",1,"ED24_31_01","*264","#264"
"349","265",1,"ED21_27_04","*265","#265"
"350","980",0.6547,"ED21_15A_03","*266","#266"
"351","267",1,"ED21_07_01","*267","#267"
"352","268",1,"ED21_27_05","*268","#268"
"353","269",1,"ED21_33_01","*269","#269"
"354","270",1,"ED25_31_09","*270","#270"
"355","271",1,"ED21_06_01","*271","#271"
"356","272",1,"ED21_27_02","*272","#272"
"357","273",1,"SD22_03_01","*273","#273"
"358","273",1,"SD22_03_02","*273","#273"
"359","274",1,"SD22_39_01","*274","#274"
"360","274",1,"SD21_18A_01","*274","#274"
"361","275",1,"SD22_33A_01","*275","#275"
"362","276",1,"SD21_35_02","*276","#276"
"363","277",1,"SD24_26_01","*277","#277"
"364","278",1,"SD22_28_01","*278","#278"
"365","278",1,"SD20_08_01","*278","#278"
"366","279",1,"SD21_39_05","*279","#279"
"367","280",1,"SD22_50_01","*280","#280"
"368","281",1,"SD21_39_03","*281","#281"
"369","281",1,"SD19_39_03","*281","#281"
"370","282",1,"SD24_28_01","*282","#282"
"371","283",1,"SD23_41A_01","*283","#283"
"372","284",1,"SD20_39_01","*284","#284"
"373","285",1,"SD21_28_01","*285","#285"
"374","286",1,"SD20_30_01","*286","#286"
"375","287",1,"SD19_03_01","*287","#287"
"376","288",1,"SD19_35_02","*288","#288"
"377","289",1,"SD20_39_04","*289","#289"
"378","290",1,"SD19_22_01","*290","#290"
"379","291",1,"SD19_39_06","*291","#291"
"380","292",1,"SD18_39_15","*292","#292"
"381","292",1,"SD20_39_02","*292","#292"
"382","293",1,"SD18_35_01","*293","#293"
"383","294",1,"PM20_70_02","*294","#294"
"384","295",1,"PM20_50_01","*295","#295"
"385","296",1,"PM20_65_04","*296","#296"
"386","296",1,"PM20_65_11","*296","#296"
"387","296",1,"PM20_65_02","*296","#296"
"388","297",1,"PM20_56_01","*297","#297"
"389","298",1,"PM20_65_08","*298","#298"
"390","299",1,"PM20_65_07","*299","#299"
"391","300",1,"PM20_55_02","*300","#300"
"392","981",0.8618,"PM20_40_01","*301","#301"
"393","302",1,"PM21_69_02","*302","#302"
"394","303",1,"PM20_49_01","*303","#303"
"395","304",1,"PM20_65_05","*304","#304"
"396","305",1,"PM21_70_06","*305","#305"
"397","305",1,"PM19_49_04","*305","#305"
"398","306",1,"PM20_52A_01","*306","#306"
"399","307",1,"PM20_65_01","*307","#307"
"400","307",1,"PM19_64_01","*307","#307"
"401","308",1,"PM20_47_01","*308","#308"
"402","309",1,"PM20_62_01","*309","#309"
"403","310",1,"PM20_70_03","*310","#310"
"404","311",1,"PM21_70_05","*311","#311"
"405","312",1,"PM21_65_03","*312","#312"
"406","313",1,"PM19_71_01","*313","#313"
"407","313",1,"PM20_65_09","*313","#313"
"408","314",1,"PM19_68_01","*314","#314"
"409","315",1,"PM21_42_02","*315","#315"
"410","316",1,"PM19_40_03","*316","#316"
"411","317",1,"ED20_10_11","*317","#317"
"412","318",1,"PM19_49_02","*318","#318"
"413","319",1,"PM19_40_02","*319","#319"
"414","320",1,"PM19_71_03","*320","#320"
"415","321",1,"PM19_47_01","*321","#321"
"416","322",1,"PM20_53A_01","*322","#322"
"417","323",1,"PM17_49_02","*323","#323"
"418","324",1,"PM19_69_01","*324","#324"
"419","325",1,"PM18_70_01","*325","#325"
"420","326",1,"PM18_49_01","*326","#326"
"421","327",1,"ED20_10_18","*327","#327"
"422","328",1,"ED20_11_04","*328","#328"
"423","329",1,"ED20_10_13","*329","#329"
"424","330",1,"ED20_28_01","*330","#330"
"425","331",1,"ED20_19A_01","*331","#331"
"426","332",1,"ED20_10_04","*332","#332"
"427","333",1,"ED20_13_01","*333","#333"
"428","334",1,"ED20_10_07","*334","#334"
"429","335",1,"ED20_33_05","*335","#335"
"430","336",1,"ED20_10_08","*336","#336"
"431","337",1,"ED19_19A_01","*337","#337"
"432","338",1,"ED20_33_07","*338","#338"
"433","339",1,"ED19_10_08","*339","#339"
"434","340",1,"ED19_10_15","*340","#340"
"435","341",1,"ED20_10_10","*341","#341"
"436","342",1,"ED20_35_01","*342","#342"
"437","343",1,"ED20_10_12","*343","#343"
"438","344",0.9806,"ED20_16A_01","*344","#344"
"439","345",1,"ED20_33_06","*345","#345"
"440","346",1,"ED19_10_12","*346","#346"
"441","347",1,"ED20_10_06","*347","#347"
"442","982",0.6547,"ED20_15A_01","*348","#348"
"443","349",1,"SD24_27_01","*349","#349"
"444","350",1,"NR25_29_01","*350","#350"
"445","351",1,"NR25_44_01","*351","#351"
"446","352",1,"NR25_06A_05","*352","#352"
"447","353",1,"NR24_44_01","*353","#353"
"448","353",1,"NR20_44_16","*353","#353"
"449","353",1,"NR20_44_15","*353","#353"
"450","354",1,"NR24_24_01","*354","#354"
"451","355",1,"HR26_36_02","*355","#355"
"452","355",1,"HR20_36_01","*355","#355"
"453","356",1,"HR25_07_03","*356","#356"
"454","357",1,"HR27_18_19","*357","#357"
"455","357",1,"HR23_16_01","*357","#357"
"456","357",1,"HR23_18_01","*357","#357"
"457","358",1,"HR25_07_02","*358","#358"
"458","359",1,"HR25_27_02","*359","#359"
"459","360",1,"SD20_27_01","*360","#360"
"460","361",1,"SD21_39_04","*361","#361"
"461","362",1,"SD21_26_01","*362","#362"
"462","363",1,"SD21_31A_01","*363","#363"
"463","364",1,"SD21_33A_01","*364","#364"
"464","365",1,"SD21_19_01","*365","#365"
"465","366",1,"SD21_39_02","*366","#366"
"466","367",1,"SD20_40_01","*367","#367"
"467","368",1,"SD24_50_01","*368","#368"
"468","369",1,"SD22_35_01","*369","#369"
"469","370",1,"SD20_09_01","*370","#370"
"470","371",1,"SD21_36_01","*371","#371"
"471","372",1,"SD20_24_05","*372","#372"
"472","373",1,"SD20_24_03","*373","#373"
"473","374",1,"SD19_24_01","*374","#374"
"474","375",1,"SD21_08_01","*375","#375"
"475","376",1,"SD21_39_07","*376","#376"
"476","377",1,"SD21_27_01","*377","#377"
"477","378",1,"SD20_03_01","*378","#378"
"478","379",1,"SD20_24_04","*379","#379"
"479","380",1,"SD20_27_02","*380","#380"
"480","381",1,"SD18_40_02","*381","#381"
"481","382",1,"SD18_39_14","*382","#382"
"482","383",1,"SD19_39_05","*383","#383"
"483","384",1,"SD18_35_02","*384","#384"
"484","385",1,"SD20_28_01","*385","#385"
"485","386",1,"SD18_40_01","*386","#386"
"486","387",1,"SD20_39_03","*387","#387"
"487","388",1,"SD18_27_02","*388","#388"
"488","389",1,"SD20_39_05","*389","#389"
"489","390",1,"SD19_39_04","*390","#390"
"490","391",1,"SD19_03_02","*391","#391"
"491","392",1,"PM20_69_01","*392","#392"
"492","393",1,"PM20_40_02","*393","#393"
"493","394",1,"PM20_70_04","*394","#394"
"494","395",1,"PM20_55_01","*395","#395"
"495","396",1,"PM20_67_03","*396","#396"
"496","396",1,"PM19_67_01","*396","#396"
"497","397",1,"SD17_40_01","*397","#397"
"498","398",1,"SD17_40_02","*398","#398"
"499","399",1,"SD17_39_01","*399","#399"
"500","400",1,"SD18_27_01","*400","#400"
"501","401",1,"PM21_65_04","*401","#401"
"502","402",1,"PM21_69_01","*402","#402"
"503","403",1,"PM20_53A_02","*403","#403"
"504","404",1,"PM20_65_10","*404","#404"
"505","405",1,"PM20_65_03","*405","#405"
"506","406",1,"PM20_65_06","*406","#406"
"507","407",1,"PM21_70_02","*407","#407"
"508","408",1,"PM19_71_02","*408","#408"
"509","409",1,"PM19_49_01","*409","#409"
"510","410",1,"PM19_70_02","*410","#410"
"511","411",1,"PM20_65_12","*411","#411"
"512","412",1,"PM19_43_02","*412","#412"
"513","413",1,"PM21_61_01","*413","#413"
"514","414",1,"PM19_52_01","*414","#414"
"515","415",1,"PM19_70_01","*415","#415"
"516","416",1,"PM19_41_01","*416","#416"
"517","417",1,"PM17_49_01","*417","#417"
"518","418",0.9806,"ED20_29_01","*418","#418"
"519","419",1,"PM19_71_04","*419","#419"
"520","420",1,"ED20_11_05","*420","#420"
"521","421",1,"ED20_13_02","*421","#421"
"522","422",1,"ED20_10_17","*422","#422"
"523","423",1,"PM18_70_02","*423","#423"
"524","424",1,"ED20_10_05","*424","#424"
"525","425",1,"PM17_72A_01","*425","#425"
"526","426",1,"ED20_10_19","*426","#426"
"527","427",1,"ED19_27B_02","*427","#427"
"528","428",1,"ED19_10_10","*428","#428"
"529","429",1,"ED20_10_15","*429","#429"
"530","430",1,"ED19_35_01","*430","#430"
"531","431",1,"ED19_11_03","*431","#431"
"532","432",1,"ED19_10_05","*432","#432"
"533","433",1,"ED19_10_06","*433","#433"
"534","434",1,"ED19_27B_03","*434","#434"
"535","435",1,"ED18_13_04","*435","#435"
"536","436",1,"ED20_10_09","*436","#436"
"537","437",1,"ED20_10_14","*437","#437"
"538","438",1,"ED20_33_08","*438","#438"
"539","439",1,"ED18_13_02","*439","#439"
"540","440",1,"ED19_11_01","*440","#440"
"541","441",1,"ED18_09_01","*441","#441"
"542","442",1,"ED19_10_09","*442","#442"
"543","443",1,"ED19_10_07","*443","#443"
"544","444",1,"ED18_01_02","*444","#444"
"545","445",1,"ED19_10_11","*445","#445"
"546","446",1,"ED18_13_03","*446","#446"
"547","447",1,"ED19_10_13","*447","#447"
"548","448",1,"ED18_11_01","*448","#448"
"549","449",1,"ED18_01_04","*449","#449"
"550","450",1,"ED19_11_02","*450","#450"
"551","451",1,"ED18_01_01","*451","#451"
"552","452",1,"ED18_10_01","*452","#452"
"553","453",1,"ED18_28_01","*453","#453"
"554","454",1,"ED17_01_01","*454","#454"
"555","455",1,"ED18_01_03","*455","#455"
"556","456",1,"ED17_28_02","*456","#456"
"557","457",1,"ED18_17_01","*457","#457"
"558","458",1,"HR18_12C_01","*458","#458"
"559","458",1,"HR21_12_03","*458","#458"
"560","459",1,"HR18_24_01","*459","#459"
"561","460",1,"HR18_18_02","*460","#460"
"562","461",1,"HR18_24_02","*461","#461"
"563","462",1,"HR18_32_05","*462","#462"
"564","462",1,"HR21_16_06","*462","#462"
"565","983",0.6201,"HR18_21_01","*463","#463"
"566","984",0.6201,"HR18_23_02","*463","#463"
"567","464",1,"HR18_24_03","*464","#464"
"568","464",1,"HR20_33_03","*464","#464"
"569","465",1,"HR18_09_01","*465","#465"
"570","466",1,"HR18_32_12","*466","#466"
"571","466",1,"HR19_34_06","*466","#466"
"572","467",1,"HR18_32_19","*467","#467"
"573","468",1,"HR18_05A_02","*468","#468"
"574","469",0.9839,"HR18_32_09","*469","#469"
"575","470",0.9641,"HR18_07_02","*470","#470"
"576","471",1,"HR18_32_04","*471","#471"
"577","472",1,"HR18_07_01","*472","#472"
"578","473",1,"HR18_01_02","*473","#473"
"579","473",1,"HR20_07_02","*473","#473"
"580","474",1,"HR18_33_01","*474","#474"
"581","475",1,"HR18_32_03","*475","#475"
"582","476",1,"HR18_32_02","*476","#476"
"583","477",1,"HR18_23_03","*477","#477"
"584","477",1,"HR19_23_05","*477","#477"
"585","478",1,"HR18_32_07","*478","#478"
"586","985",0.5923,"HR18_32_16","*479","#479"
"587","986",0.5923,"HR18_11_18","*479","#479"
"588","480",1,"HR18_32_13","*480","#480"
"589","481",1,"HR18_23_01","*481","#481"
"590","482",1,"HR18_09_02","*482","#482"
"591","483",1,"HR18_32_17","*483","#483"
"592","484",1,"HR18_32_06","*484","#484"
"593","484",1,"HR19_27_05","*484","#484"
"594","485",1,"HR18_35_01","*485","#485"
"595","485",1,"HR19_27_08","*485","#485"
"596","486",1,"HR17_32_01","*486","#486"
"597","486",1,"HR19_32_04","*486","#486"
"598","487",1,"HR17_09_02","*487","#487"
"599","488",1,"HR18_32_15","*488","#488"
"600","488",1,"HR20_27_05","*488","#488"
"601","489",1,"HR18_32_08","*489","#489"
"602","490",1,"HR17_32_04","*490","#490"
"603","491",1,"HR18_23_04","*491","#491"
"604","492",1,"HR18_32_14","*492","#492"
"605","493",1,"HR18_23_05","*493","#493"
